lr.cell.name,lr.gene.name,obs.xy.diff,null.diff.sd,pvalue,stage,adj.p,Welch.t.stat,Welch.t.sd,Welch.t.p,adj.t.p,Ligand_s1,Ligand_s2,Ligand_s3,Ligand_s4,Ligand_s5,Ligand_s6,Ligand_s7,Ligand_s8,Ligand_s9,Ligand_s10,Ligand_s11,Ligand_s12,Ligand_s13,Ligand_s14,Ligand_s15,Ligand_s16,Ligand_s17,Ligand_s18,Ligand_s19,Ligand_s20,Receptor_s1,Receptor_s2,Receptor_s3,Receptor_s4,Receptor_s5,Receptor_s6,Receptor_s7,Receptor_s8,Receptor_s9,Receptor_s10,Receptor_s11,Receptor_s12,Receptor_s13,Receptor_s14,Receptor_s15,Receptor_s16,Receptor_s17,Receptor_s18,Receptor_s19,Receptor_s20,TX1.sd.limma.ligand,TX2.sd.limma.ligand,TX1.sd.limma.receptor,TX2.sd.limma.receptor
Macrophages-SCGB3A2+,ECM1-CACHD1,15.583,2.2615,1.21E-08,2,9.05E-06,7.6817,2.0286,2.00E-06,0.001619145,3.997853286,4.199623986,3.656300739,6.510146201,5.398486388,3.890881976,3.398941396,0,1.585595888,7.482483816,6.059524797,6.660102913,5.668181919,6.608221479,7.071765655,4.26626697,5.773242145,6.523348236,5.316665995,7.922938699,0,1.821970756,0,0,2.613785928,0,0,0,0,3.05743461,2.715059001,3.245311703,3.521568017,2.821282517,2.157138009,2.402090867,2.609970984,2.48022838,3.890279078,2.654260658,1.473242965,1.473242965,0.759171314,0.759171314
Myofibroblasts-Macrophages,INHBA-ENG,29.2918,4.2335,1.21E-08,2,9.05E-06,6.8786,4.2584,6.00E-06,0.003466338,0,0,2.423240702,0,2.685015634,1.39326496,0.870896647,0,0,2.953621268,3.448250645,2.921539023,3.823403533,4.554644699,4.956481808,2.665706658,5.88401975,3.879310372,4.212424597,3.682208459,9.914524927,9.671633068,9.843652284,9.491162304,9.380986865,9.366321998,9.782718639,10.24741066,9.675141082,9.75809639,9.732734896,9.61805932,10.11909573,9.764941579,8.759479719,9.599839632,8.915076239,9.571252462,9.300217056,10.07430627,1.013929088,1.013929088,0.364034412,0.364034412
Myofibroblasts-Endothelial Cells,IGFBP4-LRP6,15.6008,2.3717,1.32E-08,2,9.77E-06,7.5122,2.0767,3.00E-06,0.002210569,4.327377209,4.593070176,6.006170206,5.99736041,5.036038451,6.647173484,5.058453627,3.710410853,3.701148928,7.967758752,5.931714035,7.844044227,8.189058411,7.683087383,7.273450178,7.213464328,7.52619226,7.435237131,6.808319232,8.324596146,3.813737669,3.504863483,5.071226418,4.161995712,3.493334195,4.232750808,3.82076117,5.616668339,4.796842139,4.263738775,5.203740722,4.516239907,4.990378373,4.605562151,4.980676248,5.057063052,5.073210277,4.803325329,5.585118503,5.373219946,0.848883207,0.848883207,0.561585294,0.561585294
SCGB3A2+-Endothelial Cells,TNC-ITGAV,15.4785,2.1285,1.32E-08,2,9.77E-06,7.2786,2.1266,1.00E-06,0.000953915,0,0,0,0,0,2.3813768,0,0,0,3.145370536,2.528828773,2.686542297,2.289058089,3.941172713,2.157138009,2.170656251,2.592633249,2.548746556,3.890279078,1.599241987,6.408889931,6.389141733,6.528009113,6.772442946,6.284693006,5.740566481,5.998875323,6.67911209,6.367739547,6.1144745,5.792975831,6.100979946,6.046673192,6.376508145,6.14382755,6.146394928,6.713373043,6.537383406,6.790234813,6.658994367,0.744289271,0.744289271,0.318094514,0.318094514
SCGB3A2+-Ciliated,TNC-ITGAV,14.164,2.1026,1.33E-08,2,9.77E-06,7.4615,1.8983,1.00E-06,0.000953915,0,0,0,0,0,2.3813768,0,0,0,3.145370536,2.528828773,2.686542297,2.289058089,3.941172713,2.157138009,2.170656251,2.592633249,2.548746556,3.890279078,1.599241987,6.540683708,6.636389207,6.470544851,5.413246031,5.392673938,5.29653834,6.190960438,6.229869227,5.322190725,5.97328363,4.642173996,6.245243487,6.652618328,6.209103044,6.507905829,5.892881401,5.522547347,5.67377371,5.065876374,5.56418083,0.744289271,0.744289271,0.584278183,0.584278183
SCGB3A2+-Endothelial Cells,TNC-ITGA2,12.6769,1.8303,1.36E-08,2,9.95E-06,7.1389,1.7757,1.00E-06,0.000953915,0,0,0,0,0,2.3813768,0,0,0,3.145370536,2.528828773,2.686542297,2.289058089,3.941172713,2.157138009,2.170656251,2.592633249,2.548746556,3.890279078,1.599241987,4.428016336,3.610531406,5.15552323,4.098714109,5.843947542,4.081285574,4.073313065,4.792003984,3.93466536,4.263738775,5.758002286,5.547096409,6.173594492,5.971582,3.853263837,4.719098111,4.793195363,5.150976583,5.015104736,4.4782121,0.744289271,0.744289271,0.711889458,0.711889458
Myofibroblasts-Endothelial Cells,INHBA-ENG,29.4263,4.5178,1.42E-08,2,1.03E-05,6.5175,4.515,6.00E-06,0.003466338,0,0,2.423240702,0,2.685015634,1.39326496,0.870896647,0,0,2.953621268,3.448250645,2.921539023,3.823403533,4.554644699,4.956481808,2.665706658,5.88401975,3.879310372,4.212424597,3.682208459,8.99554375,8.908808758,9.578179203,9.950888887,9.53105387,8.791874701,9.613670367,10.41527312,10.7211006,9.281686585,9.463778465,10.02715053,9.769588526,9.051981517,9.027864826,9.39564174,10.11074002,9.949705283,8.728079401,9.767671088,1.013929088,1.013929088,0.551948583,0.551948583
Lymphatic Endothelial Cells-SCGB3A2+,EFNA1-EPHA4,6.1749,0.8782,2.11E-08,2,1.51E-05,7.2149,0.8558,3.00E-06,0.002210569,3.971399168,3.837813385,4.23148646,3.606197692,4.750845884,3.612493072,4.468410195,5.355302367,3.844341848,4.508431572,2.17558277,2.862242252,4.692892671,1.840957919,4.364553496,4.265104669,3.925653426,4.036161722,3.809869416,3.975469179,0,0,0,0,0.792091274,0,0,0,0,2.221089743,2.063739868,1.454207297,2.356979689,2.691782913,2.157138009,1.195545545,1.705202795,1.466806371,1.724524922,1.04197702,0.801295857,0.801295857,0.417635451,0.417635451
Endothelial Cells-Macrophages,CTHRC1-FZD5,17.9127,2.4802,2.19E-08,2,1.56E-05,7.1904,2.4912,1.00E-06,0.000953915,0,2.626662545,3.629810726,2.026081536,0,1.522963546,2.031951555,0,0.673992699,5.674567565,6.157440792,6.6217784,5.944720353,4.753865845,6.626987755,4.90912537,3.571505451,4.167719489,4.059043452,5.971220597,4.552396428,4.837671324,3.900137256,4.602693828,3.880358248,3.57385335,4.461658288,4.717178805,4.808270981,4.769298464,3.473404015,4.412587036,4.054477725,4.308962558,5.508093489,4.293728061,4.799382711,5.199462156,4.603633561,4.292128147,1.168566627,1.168566627,0.508558408,0.508558408
SCGB3A2+-Lymphatic Endothelial Cells,TNC-ITGA9,8.3284,1.3654,2.52E-08,2,1.78E-05,6.5471,1.2721,6.00E-06,0.003466338,0,0,0,0,0,2.3813768,0,0,0,3.145370536,2.528828773,2.686542297,2.289058089,3.941172713,2.157138009,2.170656251,2.592633249,2.548746556,3.890279078,1.599241987,3.060560198,2.2398989,2.20195845,0,2.555515377,2.572729321,0,3.732055992,3.844341848,1.895304854,2.649965623,4.308472823,3.298754417,3.798298471,3.432941348,3.215787572,3.642965769,2.84045234,4.055656099,3.435650317,0.744289271,0.744289271,1.049403981,1.049403981
Endothelial Cells-Ciliated,CTHRC1-FZD3,22.5298,3.5656,2.58E-08,2,1.82E-05,7.9903,2.8196,1.00E-06,0.000953915,0,2.626662545,3.629810726,2.026081536,0,1.522963546,2.031951555,0,0.673992699,5.674567565,6.157440792,6.6217784,5.944720353,4.753865845,6.626987755,4.90912537,3.571505451,4.167719489,4.059043452,5.971220597,4.279446794,5.516183741,5.147547147,5.709389507,5.601277521,5.90144794,5.427389631,0,5.710559198,5.676069071,5.207748426,5.098897471,5.838724814,5.288269315,5.656509879,6.464949404,5.90199062,5.846158722,6.133986837,5.731878394,1.168566627,1.168566627,1.263304272,1.263304272
SCGB3A2+-Endothelial Cells,TNC-PTPRB,19.1787,3.0312,2.73E-08,2,1.90E-05,6.4759,2.9616,8.00E-06,0.004189106,0,0,0,0,0,2.3813768,0,0,0,3.145370536,2.528828773,2.686542297,2.289058089,3.941172713,2.157138009,2.170656251,2.592633249,2.548746556,3.890279078,1.599241987,9.60916493,9.166586137,8.982908347,9.116091844,8.471771369,8.874833643,9.019285785,9.452520363,9.696813702,7.461604248,7.428790586,7.844126516,7.905968553,8.071959045,7.082432974,8.411921603,8.497106431,8.688029596,8.296310275,8.486403742,0.744289271,0.744289271,0.459242975,0.459242975
AT2-Endothelial Cells,TGFB1-ACVRL1,21.5404,3.4256,2.78E-08,2,1.92E-05,6.2156,3.4655,6.90E-05,0.014715416,1.451522626,1.570505459,3.762768952,2.112041284,0.979888921,1.319909002,2.47275506,0,0,5.922582462,4.998881012,3.777756439,3.936247106,5.236924446,4.775362069,4.691488335,4.429280868,3.689939177,4.285368422,5.082843713,7.648631953,7.96756383,7.791147999,8.648373656,7.723571432,7.764372655,8.506363428,8.52947086,8.7067988,6.06628274,6.671318187,6.760598992,7.11948677,6.911229749,6.662255606,7.859786566,8.629206428,7.940390865,8.780425308,7.589421509,0.928638806,0.928638806,0.702026181,0.702026181
AT2-cDCs,TGFB1-CXCR4,20.4234,3.2248,2.90E-08,2,1.98E-05,5.7257,3.567,4.10E-05,0.010850011,1.451522626,1.570505459,3.762768952,2.112041284,0.979888921,1.319909002,2.47275506,0,0,5.922582462,4.998881012,3.777756439,3.936247106,5.236924446,4.775362069,4.691488335,4.429280868,3.689939177,4.285368422,5.082843713,8.507094628,8.972081263,6.945269437,7.640385364,4.582369433,7.123971673,7.616507146,6.245843574,7.391753987,8.094496953,4.869194917,6.871918802,6.867861777,7.084841384,7.314606535,6.889873157,7.168629345,6.942209898,6.677693282,6.496272945,0.928638806,0.928638806,1.017620272,1.017620272
AT2-SCGB3A2+,TNC-ITGB6,21.2593,3.2897,2.90E-08,2,1.98E-05,7.3231,2.903,1.00E-06,0.000953915,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,2.940802334,3.478008025,4.65818011,3.507634572,4.213968111,3.768820793,0,4.526394633,0,5.273178815,3.39808484,4.53516714,4.15746954,4.912934396,5.082054045,4.228189198,3.774982861,3.410702549,4.840793241,3.588773803,1.091172797,1.091172797,1.282482408,1.282482408
AT2-Smooth Muscle Cells,TGFB1-CAV1,18.4609,2.8701,3.28E-08,2,2.23E-05,6.3906,2.8888,2.40E-05,0.008249497,1.451522626,1.570505459,3.762768952,2.112041284,0.979888921,1.319909002,2.47275506,0,0,5.922582462,4.998881012,3.777756439,3.936247106,5.236924446,4.775362069,4.691488335,4.429280868,3.689939177,4.285368422,5.082843713,6.827509151,5.736462853,6.715135865,5.656987981,7.12705041,5.86160769,4.990566709,6.197585093,5.020526147,5.789569093,6.383632316,6.342850085,6.135131798,5.33618548,6.357995918,6.570557955,6.329343432,6.631292199,4.130974413,6.119278466,0.928638806,0.928638806,0.73350456,0.73350456
AT2-Macrophages,TGFB1-ACVRL1,20.3463,3.0831,3.58E-08,2,2.42E-05,5.9397,3.4255,3.30E-05,0.009577394,1.451522626,1.570505459,3.762768952,2.112041284,0.979888921,1.319909002,2.47275506,0,0,5.922582462,4.998881012,3.777756439,3.936247106,5.236924446,4.775362069,4.691488335,4.429280868,3.689939177,4.285368422,5.082843713,6.20962927,7.371085183,6.99031299,7.510248319,7.31158101,7.466443285,7.829038076,5.689490712,7.098975127,7.003529842,6.522988933,6.101336928,5.932167448,6.24555471,5.940299495,8.372737636,6.602841298,6.714031507,7.871142678,7.157420793,0.928638806,0.928638806,0.732660854,0.732660854
SCGB3A2+-SCGB3A2+,TNC-ITGB1,12.9177,1.7849,4.46E-08,2,2.97E-05,7.7387,1.6692,0,0,0,0,0,0,0,2.3813768,0,0,0,3.145370536,2.528828773,2.686542297,2.289058089,3.941172713,2.157138009,2.170656251,2.592633249,2.548746556,3.890279078,1.599241987,4.792518473,3.478008025,4.262063881,5.409219568,4.26974885,4.157152848,4.407601377,7.279066623,4.057987335,5.832465694,5.376906879,5.531117875,5.197437562,5.16145716,5.006415794,5.102819322,4.787562038,4.889112972,5.328409915,4.798527533,0.744289271,0.744289271,0.767204758,0.767204758
AT2-AT2,TNC-ITGA9,17.839,2.6989,4.75E-08,2,3.13E-05,8.033,2.2207,1.00E-06,0.000953915,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,3.201275011,2.521755164,4.31186117,2.44113828,2.289614411,3.067423814,3.336577138,0,0,5.349463615,3.5014472,3.244450822,3.3976526,3.726514678,4.098008879,3.517410095,3.494735294,2.066617327,3.657181772,3.416017685,1.091172797,1.091172797,1.118121138,1.118121138
Myofibroblasts-Macrophages,PLAU-ITGA5,23.736,3.9424,5.20E-08,2,3.35E-05,5.657,4.1959,3.40E-05,0.00972993,0,1.346162853,0,1.464127336,3.629820734,0.858667205,0.870896647,0,0,3.602536607,2.639917054,2.921539023,3.735178008,4.071888881,2.761004887,2.205948685,4.832908536,4.472318957,5.389646884,2.790433564,8.138547948,7.857838622,8.166604108,7.680184666,8.383149038,7.718673338,7.652758703,7.837507039,7.735655138,8.502760935,8.764078625,8.649363998,9.067540413,9.034269182,8.359583571,8.288795022,8.170425143,8.767472326,8.516610388,9.155711602,1.082833392,1.082833392,0.296453555,0.296453555
SCGB3A2+-cDCs,B2M-CD1A,35.6996,6.3041,5.12E-08,2,3.35E-05,5.887,6.0641,1.00E-04,0.017911936,9.082013126,8.102495175,8.248488046,8.187177178,9.366663159,9.705022018,7.433803125,6.478661495,7.97440994,9.026777354,10.03265996,9.282749789,9.072217144,9.05292821,9.530937356,9.690913962,9.276311058,9.110228455,9.229360422,9.105673748,2.039108584,2.163648862,5.89092039,0,3.576746802,0,1.914343737,3.869517893,0,4.97987205,4.335846143,6.174406593,7.265079172,6.427783407,5.41376215,6.849844021,5.386128395,5.432279413,4.681355302,5.998548965,0.697065209,0.697065209,1.494952529,1.494952529
AT2-Macrophages,TNC-SDC1,13.9902,2.1885,5.75E-08,2,3.66E-05,5.8984,2.3719,3.70E-05,0.010185761,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,1.522068928,1.015799117,1.34923619,2.823224255,2.975140296,1.645416129,1.253272008,0,2.808169226,1.594954632,3.359633254,3.720089879,2.586174214,3.685430447,3.397492786,1.236280597,2.946997532,2.087297615,3.13272059,2.497684044,1.091172797,1.091172797,0.894342132,0.894342132
AT2-Lymphatic Endothelial Cells,TGFB1-CAV1,17.2002,2.4853,5.92E-08,2,3.75E-05,6.4778,2.6552,8.00E-06,0.004189106,1.451522626,1.570505459,3.762768952,2.112041284,0.979888921,1.319909002,2.47275506,0,0,5.922582462,4.998881012,3.777756439,3.936247106,5.236924446,4.775362069,4.691488335,4.429280868,3.689939177,4.285368422,5.082843713,5.493704655,6.030463445,5.077959387,5.583378569,5.316104803,5.630568306,5.928113021,4.987324969,5.292104814,4.817626203,5.795041504,5.016016164,5.770735873,6.904411798,4.925980171,6.248030208,5.634396294,4.991509582,4.890141612,5.738070696,0.928638806,0.928638806,0.542305389,0.542305389
Endothelial Cells-Myofibroblasts,SPP1-ITGB1,27.667,4.5724,6.06E-08,2,3.82E-05,5.701,4.853,4.70E-05,0.011613624,2.722035879,0,1.469912255,2.67303606,0,0,0.82569951,0,0,5.797742678,6.928850195,6.259230472,7.413020044,5.286511308,7.299575516,4.988504577,4.985774563,3.289669413,0,4.172376153,5.290990784,6.661817602,6.533542308,5.76045255,5.802865351,5.40876205,5.733743359,5.941359916,5.210200902,6.298954353,6.5852556,6.242044071,6.761448463,6.270364466,6.528308487,6.274566456,6.155399379,5.835690961,6.951482658,5.980549874,1.748089102,1.748089102,0.413199547,0.413199547
AT2-Ciliated,TGFB1-ITGAV,17.5639,2.7444,6.15E-08,2,3.86E-05,6.0606,2.898,4.40E-05,0.011233237,1.451522626,1.570505459,3.762768952,2.112041284,0.979888921,1.319909002,2.47275506,0,0,5.922582462,4.998881012,3.777756439,3.936247106,5.236924446,4.775362069,4.691488335,4.429280868,3.689939177,4.285368422,5.082843713,6.540683708,6.636389207,6.470544851,5.413246031,5.392673938,5.29653834,6.190960438,6.229869227,5.322190725,5.97328363,4.642173996,6.245243487,6.652618328,6.209103044,6.507905829,5.892881401,5.522547347,5.67377371,5.065876374,5.56418083,0.928638806,0.928638806,0.584278183,0.584278183
AT2-AT2,TGFB1-TGFBR1,13.3767,2.1891,6.35E-08,2,3.94E-05,6.9397,1.9276,2.00E-06,0.001619145,1.451522626,1.570505459,3.762768952,2.112041284,0.979888921,1.319909002,2.47275506,0,0,5.922582462,4.998881012,3.777756439,3.936247106,5.236924446,4.775362069,4.691488335,4.429280868,3.689939177,4.285368422,5.082843713,2.899706667,2.833732357,2.865320276,3.274528303,1.708730924,2.652520027,0,0,0,4.384422142,3.5014472,4.724181031,3.936247106,4.18046087,4.098008879,3.499259308,2.972386019,3.077427174,1.840496109,3.656347567,0.928638806,0.928638806,1.102097509,1.102097509
SCGB3A2+-Macrophages,MMP7-CD44,55.2907,8.5769,6.63E-08,2,4.10E-05,5.9638,9.271,0.000149,0.022278487,6.83961315,4.019153082,6.52254922,3.507634572,2.219683814,2.3813768,6.355696932,0,5.014015947,6.596145512,9.230163155,8.255077859,8.279349388,8.900677502,7.936346737,8.470204389,8.012020036,9.941529839,8.092525218,9.238287621,11.46257565,11.38180193,11.67229425,10.81574322,12.12352786,10.93970058,10.93902747,11.1213402,11.18830164,12.55436104,11.96457713,11.81066748,12.28789589,11.74799434,12.36592494,11.90913301,11.57293496,11.87578285,12.0695482,12.24301721,1.658253103,1.658253103,0.350446958,0.350446958
Myofibroblasts-Ciliated,INHBA-BAMBI,16.171,2.5078,6.88E-08,2,4.23E-05,6.5663,2.4627,4.00E-06,0.002646344,0,0,2.423240702,0,2.685015634,1.39326496,0.870896647,0,0,2.953621268,3.448250645,2.921539023,3.823403533,4.554644699,4.956481808,2.665706658,5.88401975,3.879310372,4.212424597,3.682208459,5.241815035,4.240782873,5.014108024,3.457763996,4.102272544,3.046877131,2.808342106,0,3.780830135,5.894424882,4.952500543,4.351050263,5.797645868,5.530355745,5.890310569,4.038737804,4.562317734,4.616894252,5.237775724,3.540394127,1.013929088,1.013929088,1.177265823,1.177265823
Myofibroblasts-Endothelial Cells,WNT5A-FZD6,14.7023,2.4245,8.63E-08,2,5.15E-05,6.2603,2.3485,4.20E-05,0.010973057,0,0,0,0,1.024640866,0.858667205,0,0,0,3.416887203,2.106022044,1.933012385,3.946382885,3.653590527,2.761004887,2.444119947,4.024849869,2.581983654,0,1.985204697,5.188013361,5.00251071,5.880341127,5.272168592,4.990259032,5.367611018,5.080092814,4.645775541,5.53158928,5.737469286,5.569160612,6.22126528,6.726723907,5.945375205,6.308704209,5.746458408,6.114807217,5.648515333,0,5.702985062,0.89852251,0.89852251,1.37020017,1.37020017
Myofibroblasts-Endothelial Cells,WNT5A-MCAM,17.3318,2.7797,1.05E-07,2,6.21E-05,6.3613,2.7246,2.90E-05,0.00919741,0,0,0,0,1.024640866,0.858667205,0,0,0,3.416887203,2.106022044,1.933012385,3.946382885,3.653590527,2.761004887,2.444119947,4.024849869,2.581983654,0,1.985204697,6.669091762,6.90745548,6.093009032,6.720839527,7.124441853,6.201830843,6.324997863,7.100016768,6.4584547,8.370883296,6.990412515,7.767166355,7.013994968,7.626081735,6.988297059,6.168255669,6.394877927,6.257357256,7.677290888,8.026339598,0.89852251,0.89852251,0.600537851,0.600537851
SCGB3A2+-Endothelial Cells,HP-ASGR1,16.0857,2.5825,1.11E-07,2,6.53E-05,5.2152,3.0844,0.000393,0.036553753,0,0,0,0,0,0,0,0,0,5.38578341,7.210493595,3.569900896,3.908629331,4.337356473,6.711615298,3.339759501,6.978920017,7.384242004,1.724524922,3.534867625,1.519044059,2.409607336,2.260918484,1.342830909,0,1.93006043,2.162137156,0,1.131566313,2.473096976,4.55916155,3.693374312,3.433609969,4.224744587,5.28214551,2.533459584,1.575188021,2.506416595,0,3.541530959,1.412707106,1.412707106,1.241426856,1.241426856
AT2-AT2,TIMP1-CD63,40.3175,6.7418,1.13E-07,2,6.63E-05,5.3729,7.5039,0.000222,0.027887464,3.214818032,2.147115086,6.526086888,3.720762875,4.793824241,3.941710576,2.968375119,0,0,6.650002626,6.553446046,6.903036759,6.272605758,7.159369899,7.478745115,7.590736111,6.572352514,5.545643362,5.594680297,8.117248303,8.994831414,9.654047582,9.682029643,9.716889395,9.938482977,9.560120031,8.983461509,8.883013604,9.556787795,10.29206797,10.58333845,9.961541192,9.455551754,10.18731678,10.56674297,10.53601903,10.2876714,10.12589674,9.762809953,10.62727661,1.512919437,1.512919437,0.373490411,0.373490411
SCGB3A2+-Smooth Muscle Cells,TNC-ITGB1,13.1607,2.0277,1.17E-07,2,6.83E-05,7.1741,1.8345,2.00E-06,0.001619145,0,0,0,0,0,2.3813768,0,0,0,3.145370536,2.528828773,2.686542297,2.289058089,3.941172713,2.157138009,2.170656251,2.592633249,2.548746556,3.890279078,1.599241987,7.066561694,5.557897617,5.6549709,5.373821292,5.852375295,5.528112707,5.519615958,7.730570116,6.407513136,5.669479958,5.587257779,4.618362113,5.735174168,5.323396086,6.419184468,5.36324482,5.845612279,5.321361992,5.089203954,5.23668918,0.744289271,0.744289271,0.640785583,0.640785583
Macrophages-Macrophages,CCL7-CCR1,56.8086,9.2666,1.27E-07,2,7.31E-05,6.2635,9.0698,2.30E-05,0.008086471,0,0,2.993669672,2.013895186,0,3.438793335,2.677367689,0,1.000475066,7.234030982,10.33746622,8.58980956,9.70431748,6.960747787,7.996273364,4.504268251,7.935745262,9.084858382,0,9.710118506,7.467364805,7.344114514,8.59682008,7.647761125,8.455449704,7.202870003,7.464391094,8.472682559,8.150693752,9.508797169,8.686570926,8.644493956,9.225453178,9.029758797,8.579351266,8.066697567,9.053118388,9.529995457,7.719824093,9.398590195,2.374568886,2.374568886,0.562948597,0.562948597
SCGB3A2+-SCGB3A2+,TNC-SDC1,13.669,2.2609,1.38E-07,2,7.89E-05,6.8001,2.0101,4.00E-06,0.002646344,0,0,0,0,0,2.3813768,0,0,0,3.145370536,2.528828773,2.686542297,2.289058089,3.941172713,2.157138009,2.170656251,2.592633249,2.548746556,3.890279078,1.599241987,4.394729924,5.54354204,5.629324613,6.20195071,5.534750343,6.003491177,5.688156382,0,6.789121421,5.151035492,5.652504879,5.715598733,5.700633795,5.558147398,5.523053469,6.050917734,5.803262235,5.833142231,5.92890405,5.627939961,0.744289271,0.744289271,1.337105825,1.337105825
SCGB3A2+-Ciliated,MMP7-CD151,28.1256,4.7768,1.42E-07,2,8.10E-05,5.376,5.2317,0.000213,0.027105186,6.83961315,4.019153082,6.52254922,3.507634572,2.219683814,2.3813768,6.355696932,0,5.014015947,6.596145512,9.230163155,8.255077859,8.279349388,8.900677502,7.936346737,8.470204389,8.012020036,9.941529839,8.092525218,9.238287621,6.540683708,6.350101621,6.148438543,5.805553211,6.352505309,6.215338755,5.782490431,5.912738629,5.793264135,6.457630659,6.598178591,6.191526986,6.481605617,6.96292079,6.008657662,6.724193232,6.143926301,5.980236556,5.237775724,6.380853417,1.658253103,1.658253103,0.387665704,0.387665704
Ciliated-AT2,TIMP1-CD63,21.2238,3.2024,1.73E-07,2,9.79E-05,5.6693,3.7436,2.60E-05,0.008670542,4.279446794,6.500335136,5.991610776,5.285668387,5.74005159,5.994044945,4.955310823,4.936489693,4.727370888,6.119140192,8.609276954,7.208916469,7.201639644,6.96292079,7.351082034,7.664148415,7.004891712,6.238261291,6.621834682,6.645950268,8.994831414,9.654047582,9.682029643,9.716889395,9.938482977,9.560120031,8.983461509,8.883013604,9.556787795,10.29206797,10.58333845,9.961541192,9.455551754,10.18731678,10.56674297,10.53601903,10.2876714,10.12589674,9.762809953,10.62727661,0.697562765,0.697562765,0.373490411,0.373490411
AT2-SCGB3A2+,TIMP1-CD63,32.7292,5.1699,1.83E-07,2,0.000102732,5.7607,5.6815,0.000137,0.021312939,3.214818032,2.147115086,6.526086888,3.720762875,4.793824241,3.941710576,2.968375119,0,0,6.650002626,6.553446046,6.903036759,6.272605758,7.159369899,7.478745115,7.590736111,6.572352514,5.545643362,5.594680297,8.117248303,6.562201934,6.968623994,7.46604398,5.409219568,7.659533845,6.992203319,7.346861693,6.06900634,8.496224984,7.772508948,8.154191648,8.167203953,7.90909925,7.701256566,7.852432046,8.129914656,8.101693775,7.896251495,7.587148683,8.289509206,1.512919437,1.512919437,0.620494044,0.620494044
AT2-AT2,TIMP3-ADAM17,18.269,2.8347,1.86E-07,2,0.000104175,8.2326,2.2191,0,0,0.998271448,2.073996035,0,2.969134488,3.13397582,2.557919412,0,0,0,4.384422142,5.568724837,7.094174222,5.605687155,7.10910422,4.216502097,5.135244409,6.766346359,6.334958475,5.431681442,4.042492524,3.576556306,3.806116208,4.523838968,3.616047522,3.527745565,3.221960091,3.336577138,0,3.900011742,4.384422142,4.436303546,3.244450822,3.3976526,4.670964409,5.667893764,3.719079403,3.79083687,3.889390208,4.673706241,3.416017685,1.224598109,1.224598109,1.00208952,1.00208952
Endothelial Cells-Macrophages,PKM-CD44,12.3742,2.0054,1.88E-07,2,0.000104217,5.2112,2.3746,5.90E-05,0.013469842,6.956018475,6.938226656,6.920180933,6.64534593,7.124441853,7.009967178,7.072793922,6.433821914,6.615646291,7.851082976,7.213336356,7.268518173,7.639887603,7.920999884,7.820347669,7.008694497,7.155340844,7.334147192,6.981249598,7.87756551,11.46257565,11.38180193,11.67229425,10.81574322,12.12352786,10.93970058,10.93902747,11.1213402,11.18830164,12.55436104,11.96457713,11.81066748,12.28789589,11.74799434,12.36592494,11.90913301,11.57293496,11.87578285,12.0695482,12.24301721,0.311047215,0.311047215,0.350446958,0.350446958
Myofibroblasts-Ciliated,INHBA-ACVR1,16.1821,2.4399,2.23E-07,2,0.000122498,6.1828,2.6173,9.00E-06,0.004520388,0,0,2.423240702,0,2.685015634,1.39326496,0.870896647,0,0,2.953621268,3.448250645,2.921539023,3.823403533,4.554644699,4.956481808,2.665706658,5.88401975,3.879310372,4.212424597,3.682208459,4.279446794,3.315141528,5.189418274,4.899764285,5.213687156,4.776910071,5.210573901,4.936489693,5.221250978,5.033350225,4.246267467,4.351050263,5.572628894,5.032599826,5.462770548,5.465326187,5.351951854,5.307141395,5.948405347,5.141854424,1.013929088,1.013929088,0.556793684,0.556793684
Macrophages-Macrophages,CCL2-CCR1,46.5087,7.5508,2.29E-07,2,0.000125512,5.6576,8.2205,3.10E-05,0.009349767,8.222322401,9.525239421,7.631838638,7.690832578,10.28785774,7.965902881,6.342036658,4.717178805,6.570795588,14.07793517,12.79196442,12.49184608,14.02184353,11.23487507,11.0158947,8.567184702,10.8483562,13.45398684,9.130578075,13.67467435,7.467364805,7.344114514,8.59682008,7.647761125,8.455449704,7.202870003,7.464391094,8.472682559,8.150693752,9.508797169,8.686570926,8.644493956,9.225453178,9.029758797,8.579351266,8.066697567,9.053118388,9.529995457,7.719824093,9.398590195,1.793462437,1.793462437,0.562948597,0.562948597
