lr.cell.name,lr.gene.name,obs.xy.diff,null.diff.sd,pvalue,stage,adj.p,Welch.t.stat,Welch.t.sd,Welch.t.p,adj.t.p,Ligand_s1,Ligand_s2,Ligand_s3,Ligand_s4,Ligand_s5,Ligand_s6,Ligand_s7,Ligand_s8,Ligand_s9,Ligand_s10,Ligand_s11,Ligand_s12,Ligand_s13,Ligand_s14,Ligand_s15,Ligand_s16,Ligand_s17,Ligand_s18,Ligand_s19,Ligand_s20,Receptor_s1,Receptor_s2,Receptor_s3,Receptor_s4,Receptor_s5,Receptor_s6,Receptor_s7,Receptor_s8,Receptor_s9,Receptor_s10,Receptor_s11,Receptor_s12,Receptor_s13,Receptor_s14,Receptor_s15,Receptor_s16,Receptor_s17,Receptor_s18,Receptor_s19,Receptor_s20,TX1.sd.limma.ligand,TX2.sd.limma.ligand,TX1.sd.limma.receptor,TX2.sd.limma.receptor
AT2-AT2,TGFB1-ITGB6,25.6826,3.2515,0,2,0,7.7747,3.3034,1.00E-06,0.000953915,1.451522626,1.570505459,3.762768952,2.112041284,0.979888921,1.319909002,2.47275506,0,0,5.922582462,4.998881012,3.777756439,3.936247106,5.236924446,4.775362069,4.691488335,4.429280868,3.689939177,4.285368422,5.082843713,6.647314879,6.758360777,6.834983836,6.43422114,6.838404482,6.049795371,7.303876419,7.886066144,6.142479747,8.22535612,7.73243064,7.483975448,8.212890039,7.821216273,8.200539715,7.761317534,7.689648269,7.127522333,8.186856106,6.963776126,0.928638806,0.928638806,0.49384445,0.49384445
AT2-AT2,TNC-EGFR,25.8119,3.0102,0,2,0,8.3913,3.076,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,5.871781562,5.798353542,6.666637579,5.209431565,5.245948706,5.27470489,4.424897073,5.114846638,3.900011742,6.331661473,5.568724837,5.809964106,6.180739876,5.642366023,4.69599542,5.464809957,5.067362319,4.490109506,5.764142295,4.708859424,1.091172797,1.091172797,0.69793274,0.69793274
AT2-AT2,TNC-ITGAV,22.2018,2.7635,0,2,0,7.5181,2.9531,1.00E-06,0.000953915,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,3.869819998,4.091916877,5.387684617,3.760609643,3.82030488,3.289758926,4.57016791,5.114846638,5.419065155,6.650002626,4.043309053,4.724181031,4.635014509,4.670964409,5.117501113,4.490236029,3.494735294,3.280465063,4.347664739,4.042492524,1.091172797,1.091172797,0.837669302,0.837669302
AT2-AT2,TNC-ITGB1,33.9846,3.3851,0,2,0,9.2335,3.6806,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,6.578268804,6.481590781,7.361605037,6.348569849,6.123296977,6.295884093,6.692066393,5.685863824,6.402106421,7.779649002,7.185379803,7.645389296,6.851334518,6.796154607,7.19103474,7.044353105,6.136260274,6.131254449,7.111039632,6.918345215,1.091172797,1.091172797,0.483453107,0.483453107
AT2-AT2,TNC-ITGB6,38.225,3.7348,0,2,0,10.1166,3.7785,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,6.647314879,6.758360777,6.834983836,6.43422114,6.838404482,6.049795371,7.303876419,7.886066144,6.142479747,8.22535612,7.73243064,7.483975448,8.212890039,7.821216273,8.200539715,7.761317534,7.689648269,7.127522333,8.186856106,6.963776126,1.091172797,1.091172797,0.49384445,0.49384445
AT2-AT2,TNC-SDC1,34.4082,3.4796,0,2,0,10.3823,3.3141,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,6.313013394,6.182946771,6.666637579,6.118759302,6.972901533,5.523401233,6.333477334,5.114846638,4.850864354,8.22535612,7.079226856,7.048711099,7.307354527,6.014196727,7.101473771,7.597150547,7.276938261,6.455190815,6.994186513,7.318788855,1.091172797,1.091172797,0.625453881,0.625453881
AT2-AT2,TNC-SDC4,42.8992,4.4106,0,2,0,9.2122,4.6568,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,8.387374317,9.627010778,8.586860603,8.088500933,8.051520194,7.653074843,7.960181794,8.398808568,7.806442579,8.776362519,8.797589288,8.610833506,8.716688021,9.432901335,9.430380424,8.214986484,8.405721737,8.280650291,9.599596203,8.533499492,1.091172797,1.091172797,0.52391297,0.52391297
AT2-cDCs,TNC-ITGB1,23.8838,2.651,0,2,0,9.0439,2.6409,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,4.804910439,3.278158092,5.856747839,4.87577599,4.514987989,4.880486254,4.444314114,4.566451695,4.849118578,5.541233893,5.169949148,4.771986768,4.824514561,5.174395411,4.141725936,4.721884686,4.704044231,4.943130148,5.729456839,5.12850937,1.091172797,1.091172797,0.543943975,0.543943975
AT2-Ciliated,TNC-ITGAV,28.0203,3.1368,0,2,0,8.5907,3.2617,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,6.540683708,6.636389207,6.470544851,5.413246031,5.392673938,5.29653834,6.190960438,6.229869227,5.322190725,5.97328363,4.642173996,6.245243487,6.652618328,6.209103044,6.507905829,5.892881401,5.522547347,5.67377371,5.065876374,5.56418083,1.091172797,1.091172797,0.584278183,0.584278183
AT2-Ciliated,TNC-ITGB1,36.2066,3.5836,0,2,0,9.5032,3.8099,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,5.814012275,7.869006522,7.520954041,6.991275557,7.299443175,6.77218636,7.120084439,7.069297658,6.910961797,7.886343832,7.498103247,7.886711094,7.622089803,7.094356301,7.715421377,7.676602003,7.171867262,7.056525307,7.645361851,7.092862319,1.091172797,1.091172797,0.443451034,0.443451034
AT2-Ciliated,TNC-SDC4,40.25,4.1233,0,2,0,9.2483,4.3521,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,7.669709758,8.893340024,7.925792759,8.194022404,8.308304132,7.752376786,7.722245382,7.356849777,8.472305907,8.284475345,8.231873174,8.217533236,8.552045682,8.558482428,9.470957284,8.259212057,8.045270933,7.861219798,8.231315619,8.083924843,1.091172797,1.091172797,0.44224315,0.44224315
AT2-Endothelial Cells,TGFB1-ITGB1,27.4554,3.693,0,2,0,6.8109,4.0311,1.00E-05,0.004788132,1.451522626,1.570505459,3.762768952,2.112041284,0.979888921,1.319909002,2.47275506,0,0,5.922582462,4.998881012,3.777756439,3.936247106,5.236924446,4.775362069,4.691488335,4.429280868,3.689939177,4.285368422,5.082843713,8.69135407,8.635984025,8.628340736,9.061129393,8.821800883,7.977796435,8.642251766,8.82110948,8.838368814,9.194698296,9.356811723,8.363054843,8.506145446,8.387957761,8.551626509,8.655799096,8.889225998,8.495591754,9.016967302,8.969455926,0.928638806,0.928638806,0.318009933,0.318009933
AT2-Endothelial Cells,TNC-ITGA2,24.2614,2.773,0,2,0,7.9056,3.0689,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,4.428016336,3.610531406,5.15552323,4.098714109,5.843947542,4.081285574,4.073313065,4.792003984,3.93466536,4.263738775,5.758002286,5.547096409,6.173594492,5.971582,3.853263837,4.719098111,4.793195363,5.150976583,5.015104736,4.4782121,1.091172797,1.091172797,0.711889458,0.711889458
AT2-Endothelial Cells,TNC-ITGA5,36.727,3.6442,0,2,0,9.3445,3.9303,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,7.195237782,7.247598999,6.797646703,7.581382892,6.376645372,7.056404107,7.141489472,7.447692444,7.887592483,7.793041975,7.005401213,7.523767198,6.672286346,8.133220308,7.069355243,7.096007412,7.289187508,7.596563446,8.296310275,8.061253733,1.091172797,1.091172797,0.483516101,0.483516101
AT2-Endothelial Cells,TNC-ITGAV,30.0863,3.1551,0,2,0,9.3632,3.2132,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,6.408889931,6.389141733,6.528009113,6.772442946,6.284693006,5.740566481,5.998875323,6.67911209,6.367739547,6.1144745,5.792975831,6.100979946,6.046673192,6.376508145,6.14382755,6.146394928,6.713373043,6.537383406,6.790234813,6.658994367,1.091172797,1.091172797,0.318094514,0.318094514
AT2-Endothelial Cells,TNC-ITGB1,41.7218,4.4175,0,2,0,9.9612,4.1884,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,8.69135407,8.635984025,8.628340736,9.061129393,8.821800883,7.977796435,8.642251766,8.82110948,8.838368814,9.194698296,9.356811723,8.363054843,8.506145446,8.387957761,8.551626509,8.655799096,8.889225998,8.495591754,9.016967302,8.969455926,1.091172797,1.091172797,0.318009933,0.318009933
AT2-Endothelial Cells,TNC-NT5E,26.545,2.4956,0,2,0,11.3704,2.3346,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,3.813737669,4.256697225,5.060334377,4.719841136,3.493334195,4.402137749,3.514415401,3.843162128,4.042866899,5.038541913,5.89308023,5.121846563,5.839958597,5.609397213,4.923685143,4.832964925,5.155648324,5.000843437,5.585118503,5.816330303,1.091172797,1.091172797,0.460356501,0.460356501
AT2-Endothelial Cells,TNC-PTPRB,37.3072,4.2728,0,2,0,9.0634,4.1163,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,9.60916493,9.166586137,8.982908347,9.116091844,8.471771369,8.874833643,9.019285785,9.452520363,9.696813702,7.461604248,7.428790586,7.844126516,7.905968553,8.071959045,7.082432974,8.411921603,8.497106431,8.688029596,8.296310275,8.486403742,1.091172797,1.091172797,0.459242975,0.459242975
AT2-Lymphatic Endothelial Cells,TNC-ITGB1,23.9291,2.6473,0,2,0,9.0052,2.6573,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,4.525373288,4.814005559,5.023584908,3.313586679,5.095704933,4.885275509,4.777245015,5.648239482,5.42625711,5.184283264,5.599576938,3.759463907,4.972221783,5.164442595,4.364553496,4.88525885,4.584034967,5.359517602,6.102804972,4.764850424,1.091172797,1.091172797,0.636574775,0.636574775
AT2-Macrophages,TGFB1-CD109,27.1781,3.4262,0,2,0,7.6493,3.553,2.00E-06,0.001619145,1.451522626,1.570505459,3.762768952,2.112041284,0.979888921,1.319909002,2.47275506,0,0,5.922582462,4.998881012,3.777756439,3.936247106,5.236924446,4.775362069,4.691488335,4.429280868,3.689939177,4.285368422,5.082843713,7.12443093,6.4905054,7.591886806,6.208070099,4.994805181,5.650155814,6.155785238,8.250966827,5.045315317,8.611113658,8.088554468,8.371413487,8.776896292,8.981528369,7.978197536,7.071407517,7.830971672,7.760005874,7.719824093,7.157420793,0.928638806,0.928638806,0.859859286,0.859859286
AT2-Macrophages,TGFB1-SDC2,33.0439,4.064,0,2,0,7.808,4.2321,0,0,1.451522626,1.570505459,3.762768952,2.112041284,0.979888921,1.319909002,2.47275506,0,0,5.922582462,4.998881012,3.777756439,3.936247106,5.236924446,4.775362069,4.691488335,4.429280868,3.689939177,4.285368422,5.082843713,8.360208827,8.70023569,7.831298385,9.096614136,8.677254878,8.254359971,7.951842761,10.44365681,7.418796937,10.46513197,9.619895823,10.12410701,9.534002711,10.76105421,11.09770271,7.920219465,10.48534273,10.07138057,8.008085908,10.22617554,0.928638806,0.928638806,0.956399953,0.956399953
AT2-Macrophages,TNC-ITGA5,41.9122,4.0617,0,2,0,9.8115,4.2718,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,8.138547948,7.857838622,8.166604108,7.680184666,8.383149038,7.718673338,7.652758703,7.837507039,7.735655138,8.502760935,8.764078625,8.649363998,9.067540413,9.034269182,8.359583571,8.288795022,8.170425143,8.767472326,8.516610388,9.155711602,1.091172797,1.091172797,0.296453555,0.296453555
AT2-Macrophages,TNC-ITGAV,38.1731,3.9841,0,2,0,9.3661,4.0757,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,7.756776576,7.689484666,8.405942117,7.051780028,7.567891898,6.998925518,7.31065694,8.472682559,7.034365728,8.697920731,7.629994102,7.97344628,8.87551004,8.215422302,7.922570126,6.955832526,7.821490858,7.661563096,7.665639495,7.715276517,1.091172797,1.091172797,0.536321517,0.536321517
AT2-Macrophages,TNC-ITGB1,50.5752,5.213,0,2,0,10.3699,4.8771,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,9.982842693,9.666199035,10.38448942,10.08658669,9.930135269,9.848711793,9.777268696,10.24741066,9.224950062,10.83911736,11.20208896,10.21724495,10.49009646,9.822139654,10.62959693,10.3674518,10.58325939,10.55043468,10.72711254,10.49831048,1.091172797,1.091172797,0.341334943,0.341334943
AT2-Macrophages,TNC-NT5E,22.9233,2.6405,0,2,0,9.8111,2.3365,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,2.246119967,2.347124295,2.846210084,0,2.147848736,1.045576046,1.253272008,0,1.000475066,4.406570802,5.687487911,4.739291673,6.041447527,4.477417401,3.777890864,1.686501237,4.240095546,3.807154288,4.048039767,4.666804764,1.091172797,1.091172797,1.071584337,1.071584337
AT2-Macrophages,TNC-SDC4,43.0971,4.5217,0,2,0,9.0514,4.7614,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,9.150315829,9.49898873,7.55079702,8.076420089,7.487410498,8.324284821,8.244903609,8.986036889,8.801847747,8.94862258,8.494425978,8.886448114,8.264483609,9.858837604,10.32086414,8.018819392,8.901641997,8.997669482,8.050989796,7.754619327,1.091172797,1.091172797,0.738756839,0.738756839
AT2-Macrophages,TIMP3-ADAM17,38.9485,5.2199,0,2,0,7.7799,5.0063,1.00E-06,0.000953915,0.998271448,2.073996035,0,2.969134488,3.13397582,2.557919412,0,0,0,4.384422142,5.568724837,7.094174222,5.605687155,7.10910422,4.216502097,5.135244409,6.766346359,6.334958475,5.431681442,4.042492524,9.664602586,9.601241793,9.567260992,8.905679132,8.510789718,9.237443762,9.428138653,9.75039962,10.04397636,8.759761505,9.142899402,8.377296307,8.914340255,9.12692508,10.17772484,9.273614531,9.028607908,9.042811624,9.483655372,8.492017598,1.224598109,1.224598109,0.4723458,0.4723458
AT2-Myofibroblasts,TNC-ITGB1,30.83,3.011,0,2,0,9.7683,3.1561,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,5.290990784,6.661817602,6.533542308,5.76045255,5.802865351,5.40876205,5.733743359,5.941359916,5.210200902,6.298954353,6.5852556,6.242044071,6.761448463,6.270364466,6.528308487,6.274566456,6.155399379,5.835690961,6.951482658,5.980549874,1.091172797,1.091172797,0.413199547,0.413199547
AT2-SCGB3A2+,CALM1-KCNN4,19.685,1.7747,0,2,0,11.2406,1.7512,1.00E-06,0.000953915,8.481242062,8.088604803,8.083957803,8.428627727,7.881503857,8.499275501,8.288845047,7.252020378,7.893526272,6.331661473,9.057289845,8.238109738,7.687105375,8.329176971,8.064963112,8.484611127,8.469825448,8.146368792,8.703988717,8.762851883,0,0,0,0,0,0,0,0,0,1.03309921,2.063739868,2.825828104,2.323418568,3.049889528,3.508539523,2.68655718,2.575084619,2.157152741,1.724524922,2.261506667,0.594177015,0.594177015,0.492054452,0.492054452
AT2-SCGB3A2+,EFNA1-EPHA4,11.3886,1.341,0,2,0,8.8385,1.2885,0,0,7.14587054,7.158319895,8.067146535,6.830334538,7.284680306,7.202693648,7.836374956,6.411575292,7.806442579,6.331661473,6.773642514,6.740983856,7.35015533,6.858337848,6.324769906,6.805827988,6.25420945,5.893983647,5.841949814,7.228610056,0,0,0,0,0.792091274,0,0,0,0,2.221089743,2.063739868,1.454207297,2.356979689,2.691782913,2.157138009,1.195545545,1.705202795,1.466806371,1.724524922,1.04197702,0.502155103,0.502155103,0.417635451,0.417635451
AT2-SCGB3A2+,TNC-ITGB1,25.5359,2.9073,0,2,0,9.9531,2.5656,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,4.792518473,3.478008025,4.262063881,5.409219568,4.26974885,4.157152848,4.407601377,7.279066623,4.057987335,5.832465694,5.376906879,5.531117875,5.197437562,5.16145716,5.006415794,5.102819322,4.787562038,4.889112972,5.328409915,4.798527533,1.091172797,1.091172797,0.767204758,0.767204758
AT2-SCGB3A2+,TNC-SDC4,29.0951,3.1668,0,2,0,8.4019,3.4629,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,6.218436373,6.814654137,7.133751975,5.982820852,6.093932091,5.800495792,5.688156382,6.06900634,6.308903195,6.204099397,5.883804779,6.185419801,6.03719962,6.730327594,6.561140842,5.562760829,5.908600337,5.720700697,6.267826484,5.880063199,1.091172797,1.091172797,0.401395474,0.401395474
AT2-Smooth Muscle Cells,TNC-ITGB1,25.6261,3.1041,0,2,0,9.3284,2.7471,0,0,0.934219726,0.101604637,2.050845777,1.412246427,3.1603653,1.10253683,0,0,0,5.922582462,4.436303546,7.262925544,4.888339221,7.428940777,6.521754495,5.184352845,4.246170209,5.525807975,6.709890066,5.082843713,7.066561694,5.557897617,5.6549709,5.373821292,5.852375295,5.528112707,5.519615958,7.730570116,6.407513136,5.669479958,5.587257779,4.618362113,5.735174168,5.323396086,6.419184468,5.36324482,5.845612279,5.321361992,5.089203954,5.23668918,1.091172797,1.091172797,0.640785583,0.640785583
cDCs-SCGB3A2+,CALM1-KCNN4,17.8222,1.6805,0,2,0,12.4134,1.4357,0,0,6.200941459,7.019893693,6.534128953,4.87577599,6.841612433,6.55391403,7.109427876,7.59916345,6.811080517,7.218766686,8.379123591,7.643587247,7.401729785,7.026530452,7.524874286,7.132938261,6.816580111,7.844188589,8.088743814,7.75049384,0,0,0,0,0,0,0,0,0,1.03309921,2.063739868,2.825828104,2.323418568,3.049889528,3.508539523,2.68655718,2.575084619,2.157152741,1.724524922,2.261506667,0.611802653,0.611802653,0.492054452,0.492054452
Ciliated-SCGB3A2+,CALM1-KCNN4,28.0057,2.5573,0,2,0,12.5193,2.237,0,0,11.13455452,11.1345678,11.03337994,11.7894646,11.41644763,11.1854017,11.40682456,11.99223197,11.66356317,11.55253718,12.95843087,11.82806017,11.35521774,11.64542578,11.23003976,11.61558844,11.71287201,12.0602579,12.01709596,12.08270176,0,0,0,0,0,0,0,0,0,1.03309921,2.063739868,2.825828104,2.323418568,3.049889528,3.508539523,2.68655718,2.575084619,2.157152741,1.724524922,2.261506667,0.40782862,0.40782862,0.492054452,0.492054452
Ciliated-SCGB3A2+,EFNA1-EPHA4,12.1874,1.5136,0,2,0,8.0822,1.5079,1.00E-06,0.000953915,7.021676167,5.992575553,6.190284179,4.952421033,7.099107682,5.64005199,5.782490431,0,5.505072589,7.334610334,6.684765223,7.006041142,6.886084196,7.684166559,8.29518573,6.726856908,6.154860244,5.904614359,7.152618107,6.063246833,0,0,0,0,0.792091274,0,0,0,0,2.221089743,2.063739868,1.454207297,2.356979689,2.691782913,2.157138009,1.195545545,1.705202795,1.466806371,1.724524922,1.04197702,1.493435904,1.493435904,0.417635451,0.417635451
Ciliated-SCGB3A2+,EFNA5-EPHA4,7.7407,0.8494,0,2,0,8.8454,0.8751,1.00E-06,0.000953915,4.279446794,3.315141528,2.860544168,3.62928857,3.366408141,3.260774958,2.808342106,3.982850016,4.344156394,4.003484508,4.952500543,3.595764245,4.093052956,4.076016818,5.950697306,4.528479723,4.398803656,3.915015547,4.471995714,4.068748684,0,0,0,0,0.792091274,0,0,0,0,2.221089743,2.063739868,1.454207297,2.356979689,2.691782913,2.157138009,1.195545545,1.705202795,1.466806371,1.724524922,1.04197702,0.59877644,0.59877644,0.417635451,0.417635451
Endothelial Cells-SCGB3A2+,CALM1-KCNN4,22.271,2.0751,0,2,0,12.7152,1.7515,0,0,9.666605195,9.803892912,9.093220897,9.308411897,9.338687341,9.382855493,9.696583292,9.004810389,9.275440636,10.01137534,10.63528063,9.845662099,8.807683763,9.123848916,8.844277827,9.508890504,8.861861689,9.188174525,9.431308429,9.607608326,0,0,0,0,0,0,0,0,0,1.03309921,2.063739868,2.825828104,2.323418568,3.049889528,3.508539523,2.68655718,2.575084619,2.157152741,1.724524922,2.261506667,0.454122965,0.454122965,0.492054452,0.492054452
Endothelial Cells-SCGB3A2+,EFNA1-EPHA4,11.0856,1.2262,0,2,0,9.9613,1.1129,0,0,7.335184262,6.343893188,6.709764616,6.64534593,6.544639913,6.607346568,7.035056644,5.76572815,5.656068407,6.6603749,5.89308023,6.958189938,6.647102875,5.806686224,6.644729447,6.292889408,6.428426495,6.056344638,6.570013253,6.596892977,0,0,0,0,0.792091274,0,0,0,0,2.221089743,2.063739868,1.454207297,2.356979689,2.691782913,2.157138009,1.195545545,1.705202795,1.466806371,1.724524922,1.04197702,0.444223708,0.444223708,0.417635451,0.417635451
Fibroblasts-SCGB3A2+,CALM1-KCNN4,11.2961,1.1786,0,2,0,11.0481,1.0225,1.00E-06,0.000953915,2.916554346,4.120710131,0,4.060676378,3.177206012,3.81343494,4.292143193,4.642595106,4.441282187,5.296262093,5.14628741,4.475031149,5.071190692,4.183946731,5.301071973,4.326218085,4.408698867,4.121303952,4.404400744,5.820635166,0,0,0,0,0,0,0,0,0,1.03309921,2.063739868,2.825828104,2.323418568,3.049889528,3.508539523,2.68655718,2.575084619,2.157152741,1.724524922,2.261506667,1.028447676,1.028447676,0.492054452,0.492054452
Lymphatic Endothelial Cells-SCGB3A2+,CALM1-KCNN4,12.7383,1.3837,0,2,0,14.1322,0.9014,0,0,5.986756839,5.788130988,5.163277417,5.285586475,5.419687162,5.636101111,5.70271054,4.987324969,4.579479872,6.218009163,6.849557352,5.271600285,5.999767129,5.71834967,3.432941348,5.439003012,4.215402118,5.246965731,5.92866266,6.455241272,0,0,0,0,0,0,0,0,0,1.03309921,2.063739868,2.825828104,2.323418568,3.049889528,3.508539523,2.68655718,2.575084619,2.157152741,1.724524922,2.261506667,0.783362648,0.783362648,0.492054452,0.492054452
Macrophages-SCGB3A2+,CALM1-KCNN4,29.8379,2.6318,0,2,0,12.9714,2.3003,0,0,11.93563613,11.73532134,11.18108028,11.81493742,12.22008019,12.11019448,12.29425447,10.92878763,12.03368428,12.61974483,13.92336285,12.70214471,12.35465563,12.15060292,11.74591978,12.47064622,12.23341867,12.71975026,12.91826517,13.11398295,0,0,0,0,0,0,0,0,0,1.03309921,2.063739868,2.825828104,2.323418568,3.049889528,3.508539523,2.68655718,2.575084619,2.157152741,1.724524922,2.261506667,0.520731662,0.520731662,0.492054452,0.492054452
Monocytes-SCGB3A2+,CALM1-KCNN4,17.8912,1.7528,0,2,0,14.6235,1.2235,0,0,7.191303625,7.09636995,7.140813246,6.959585593,7.950626818,6.94138174,7.436368434,7.755727837,7.751016854,7.91856221,8.8868289,6.704544716,7.517934625,7.73368924,6.390754984,7.376517441,7.216439974,7.630002167,8.624380416,8.23867998,0,0,0,0,0,0,0,0,0,1.03309921,2.063739868,2.825828104,2.323418568,3.049889528,3.508539523,2.68655718,2.575084619,2.157152741,1.724524922,2.261506667,0.607711799,0.607711799,0.492054452,0.492054452
Myofibroblasts-SCGB3A2+,CALM1-KCNN4,15.3482,1.4152,0,2,0,12.4465,1.2331,0,0,4.888184344,5.780894359,6.006170206,5.625607946,5.966936741,5.590213181,5.378898564,3.710410853,3.701148928,6.412607483,7.618733381,6.679010002,6.803633137,5.880762259,6.088156787,6.715920648,6.329939842,6.133466624,6.152843761,6.48825229,0,0,0,0,0,0,0,0,0,1.03309921,2.063739868,2.825828104,2.323418568,3.049889528,3.508539523,2.68655718,2.575084619,2.157152741,1.724524922,2.261506667,0.689479844,0.689479844,0.492054452,0.492054452
SCGB3A2+-Endothelial Cells,TNC-NT5E,13.2207,1.6629,0,2,0,7.6852,1.7203,0,0,0,0,0,0,0,2.3813768,0,0,0,3.145370536,2.528828773,2.686542297,2.289058089,3.941172713,2.157138009,2.170656251,2.592633249,2.548746556,3.890279078,1.599241987,3.813737669,4.256697225,5.060334377,4.719841136,3.493334195,4.402137749,3.514415401,3.843162128,4.042866899,5.038541913,5.89308023,5.121846563,5.839958597,5.609397213,4.923685143,4.832964925,5.155648324,5.000843437,5.585118503,5.816330303,0.744289271,0.744289271,0.460356501,0.460356501
