"lr.cell.name","lr.gene.name","obs.xy.diff","null.diff.sd","pvalue","stage","adj.p","Welch.t.stat","Welch.t.sd","Welch.t.p","adj.t.p","limma.Lg.p","limma.Rg.p","limma.Lg.logFC","limma.Rg.logFC","adj.limma.Lg.p","adj.limma.Rg.p"
"Macrophages-Macrophages","TNFSF10-TNFRSF10C",12.5001,1.4508,0,2,0,8.707,1.4356,0.003773,0.090701400671,0.002945790629,0.000042080878,3.3914,1.2695,0.093155639161,0.007358936474
"Macrophages-Macrophages","TNFSF10-TNFRSF10D",13.8362,1.9357,0.000000002971,2,0.000000121941,9.4845,1.4588,0.002912,0.080606590417,0.002945790629,0.000107538079,3.3914,0.9849,0.093155639161,0.01288840359
"Macrophages-Macrophages","UBA52-ACVR1",6.45,1.1353,0.000008176259,2,0.000201377495,10.1183,0.6375,0.000365,0.027068188406,0.524139768881,0.00066359492,-0.099,0.7037,0.901706714664,0.038094087822
"Macrophages-Macrophages","UBA52-SMAD3",15.0423,2.3929,0.0000003002,2,0.000009558101,6.5039,2.3128,0.008861,0.141882949933,0.524139768881,0.000735598067,-0.099,1.5869,0.901706714664,0.040821717358
"Macrophages-Macrophages","UBB-SMAD3",14.0058,2.5724,0.000001608482,2,0.000044801102,5.9707,2.3457,0.010908,0.15472053831,0.019000760339,0.000735598067,-1.188,1.5869,0.252879358358,0.040821717358
"Macrophages-Macrophages","UBC-SMAD3",15.6196,2.4473,0.000000220621,2,0.000007157992,6.6031,2.3655,0.004301,0.097059384326,0.003197106204,0.000735598067,0.9809,1.5869,0.097971399981,0.040821717358
"Macrophages-Macrophages","UBC-TLR4",14.3818,2.5209,0.000000671658,2,0.000020065153,4.4871,3.2051,0.129681,0.358010587578,0.003197106204,0.00641666417,0.9809,0.9709,0.097971399981,0.142670465306
"Macrophages-Macrophages","VASP-CXCR2",-15.5957,3.3089,0.00012470386,2,0.002345991366,-2.8829,5.4098,0.172246,0.410490982967,0.031095472827,0.006558816477,-1.0561,-1.8532,0.32660042522,0.144554107868
"Macrophages-Macrophages","VCAN-CD44",24.0875,4.1182,0.000001708156,2,0.000047356378,3.2565,7.3967,0.126734,0.353776826761,0.000519029699,0.947977183649,2.8883,-0.0209,0.032915884125,0.975438344718
"Macrophages-Macrophages","VCAN-ITGA4",17.0988,3.9655,0.000519933879,2,0.008027375695,4.2602,4.0136,0.022621,0.191149068708,0.000519029699,0.130448813825,2.8883,0.8516,0.032915884125,0.559525343044
"Macrophages-Macrophages","VCAN-SELL",36.7822,5.9525,0.000000320557,2,0.00001016109,9.4527,3.8912,0.000339,0.025890492537,0.000519029699,0.001272283882,2.8883,4.3866,0.032915884125,0.056693929221
"Macrophages-Macrophages","VCAN-TLR1",21.8781,3.1423,0.000000004415,2,0.000000177686,4.9452,4.4241,0.088224,0.308784,0.000519029699,0.002805229703,2.8883,1.4485,0.032915884125,0.090471477239
"Macrophages-Macrophages","VCAN-TLR2",34.2992,4.6009,0.000000000032,2,0.000000001614,8.5278,4.022,0.035197,0.219944407362,0.000519029699,0.000788538528,2.8883,3.19,0.032915884125,0.042761308368
"Macrophages-Macrophages","VEGFA-EPHB2",11.1673,2.1213,0.00000323181,2,0.000085939274,7.5474,1.4796,0.000915,0.044278278003,0.017198387526,0.000155045509,1.6084,3.6975,0.240397236685,0.016101526324
"Macrophages-Macrophages","VEGFA-FLT1",6.8092,1.5867,0.000165480416,2,0.00299663449,3.9301,1.7326,0.03327,0.214868831021,0.017198387526,0.002892762908,1.6084,2.0839,0.240397236685,0.092137010937
"Macrophages-Macrophages","VEGFA-ITGA9",4.2264,0.766,0.000018252971,2,0.000415905323,30.4881,0.1386,0.000005,0.006932709677,0.017198387526,0.000091004358,1.6084,1.4808,0.240397236685,0.011608095679
"Macrophages-Macrophages","VEGFB-FLT1",7.8478,1.7899,0.000521281479,2,0.008041249482,3.2272,2.4318,0.112728,0.336209888186,0.039138869292,0.002892762908,-0.5746,2.0839,0.365901392825,0.092137010937
"Macrophages-Macrophages","ZP3-MERTK",9.2112,1.3516,0.000000001647,2,0.000000070147,7.4295,1.2398,0.00084,0.042258370787,0.004522957116,0.000121631883,0.9387,5.0578,0.117632844729,0.013755547936
"Macrophages-Macrophages","TP53-TNFRSF10D",4.398,0.9266,0.000093392319,2,0.001808226743,3.8747,1.1351,0.04797,0.254327624334,0.156432513436,0.000107538079,0.5459,0.9849,0.606760372046,0.01288840359
"Macrophages-Macrophages","TYROBP-TREM1",-23.8054,5.1103,0.000462272028,2,0.007284699415,-5.617,4.2381,0.003097,0.083274493652,0.016353642131,0.006180776768,-0.4065,-1.7949,0.23317427271,0.139774194012
"Macrophages-Macrophages","ADA-DPP4",5.9886,1.2706,0.00020507211,2,0.003620245396,5.8131,1.0302,0.004351,0.09756434601,0.000070649106,0.008118948731,2.5241,1.338,0.009929784284,0.159014465179
"Macrophages-Macrophages","FADD-FAS",13.5499,2.0207,0.000000509887,2,0.000015574547,5.1063,2.6536,0.044615,0.245381873484,0.005155759883,0.000613661577,0.7351,2.5632,0.126512747622,0.036568703044
"Macrophages-Macrophages","LILRB4-LAIR1",33.8992,2.8873,0,2,0,7.5103,4.5137,0.061331,0.28744700641,0.000026491176,0.000188847015,3.9064,0.801,0.005383970984,0.018235834155
"Macrophages-Macrophages","HLA-F-LILRB2",24.7892,3.9777,0.000000000238,2,0.000000011115,4.2394,5.8474,0.115672,0.339750337679,0.396582693491,0.000487153195,0.2585,3.6187,0.857048235639,0.031682549845
"Macrophages-Macrophages","CD52-SIGLEC10",33.5504,7.7891,0.000571617779,2,0.008683111631,6.7254,4.9886,0.027932,0.20046160012,0.004285784996,0.000488517374,-2.6755,4.5776,0.114298582238,0.031733604077
"Macrophages-Prolif.T","B2M-CD247",74.9975,7.998,0,2,0,6.9871,10.7336,0.059325,0.282349478475,0.91788092892,0.000101529888,0.03,5.7585,0.961962475855,0.012364587224
"Macrophages-Prolif.T","B2M-CD3D",79.8495,7.3096,0,2,0,11.6729,6.8406,0.002801,0.078999227559,0.91788092892,0.000047412549,0.03,6.1179,0.961962475855,0.007832467717
"Macrophages-Prolif.T","B2M-CD3G",62.2478,8.5142,0.000000000091,2,0.000000004399,10.4768,5.9415,0.000165,0.0179095,0.91788092892,0.000373016618,0.03,4.7635,0.961962475855,0.026853639987
"Macrophages-Prolif.T","CALM1-FAS",26.9753,3.1776,0,2,0,7.3235,3.6834,0.031927,0.211306949926,0.21310818907,0.000166500099,0.3884,2.6105,0.677121492173,0.016908058723
"Macrophages-Prolif.T","CALM1-SELL",53.281,8.5947,0.00000019134,2,0.00000628195,5.5169,9.6578,0.038376,0.22752356852,0.21310818907,0.001202838052,0.3884,5.2484,0.677121492173,0.054955458148
"Macrophages-Prolif.T","CALM2-PDE1B",-27.1967,6.201,0.000342279051,2,0.005639417354,-5.1122,5.3199,0.010737,0.154020265519,0.118766916635,0.006491757051,-0.369,-3.0897,0.540989104895,0.143569166653
"Macrophages-Prolif.T","CALM2-SELL",43.0166,7.7251,0.000008404828,2,0.000206280566,4.898,8.7825,0.056626,0.275657338135,0.118766916635,0.001202838052,-0.369,5.2484,0.540989104895,0.054955458148
"Macrophages-Prolif.T","CALM3-SELL",42.5332,6.5921,0.000025198248,2,0.000554748645,5.9094,7.1975,0.023156,0.19199812185,0.004136249048,0.001202838052,1.2315,5.2484,0.112044580389,0.054955458148
"Macrophages-Prolif.T","CAMP-FPR2",-15.4936,3.4282,0.000430406022,2,0.006864075379,-3.1821,4.8689,0.135091,0.364808845672,0.035596133832,0.010445093889,-2.6451,-2.6902,0.349425217381,0.182809081872
"Macrophages-Prolif.T","CCL2-CCR1",54.9233,9.4036,0.000000251501,2,0.000008101182,3.7246,14.7459,0.143274,0.374921932057,0.001633523725,0.004540790937,8.0451,1.739,0.065791487871,0.117842980973
"Macrophages-Prolif.T","CCL2-CCR2",50.5129,7.8647,0.000000821289,2,0.000024132691,8.7813,5.7523,0.004401,0.097791202854,0.001633523725,0.000216723642,8.0451,4.0741,0.065791487871,0.019870307151
"Macrophages-Prolif.T","CCL2-CCR5",54.1214,11.8762,0.00026703264,2,0.00457210427,5.2475,10.3138,0.021886,0.190506593925,0.001633523725,0.005187848626,8.0451,4.1162,0.065791487871,0.126948759473
"Macrophages-Prolif.T","CCL5-CCR1",24.3008,4.6743,0.000022779851,2,0.000504296343,5.8722,4.1383,0.002033,0.067992555556,0.004367921458,0.004540790937,3.1996,1.739,0.115366069414,0.117842980973
"Macrophages-Prolif.T","CCL5-CCR5",27.9716,5.816,0.000048930101,2,0.001014060916,4.9188,5.6866,0.007138,0.127710300699,0.004367921458,0.005187848626,3.1996,4.1162,0.115366069414,0.126948759473
"Macrophages-Prolif.T","CCL5-CXCR3",37.6521,5.6683,0.000000004621,2,0.000000185352,7.0738,5.3228,0.001073,0.047158020859,0.004367921458,0.000182685804,3.1996,5.9562,0.115366069414,0.017886626289
"Macrophages-Prolif.T","CCL7-CCR1",44.9046,4.8402,0,2,0,9.5186,4.7176,0.000287,0.023205537246,0.00004631962,0.004540790937,7.1312,1.739,0.007731521593,0.117842980973
"Macrophages-Prolif.T","CCL7-CCR2",35.9932,4.3525,0.000000000002,2,0.000000000113,9.7147,3.705,0.000438,0.029997556405,0.00004631962,0.000216723642,7.1312,4.0741,0.007731521593,0.019870307151
"Macrophages-Prolif.T","CCL7-CCR5",40.3358,7.1967,0.000002525952,2,0.000068284585,7.5284,5.3578,0.00105,0.046533707046,0.00004631962,0.005187848626,7.1312,4.1162,0.007731521593,0.126948759473
"Macrophages-Prolif.T","CCL7-CXCR3",51.9755,6.2474,0,2,0,11.0735,4.6937,0.000378,0.027745045082,0.00004631962,0.000182685804,7.1312,5.9562,0.007731521593,0.017886626289
"Macrophages-Prolif.T","CCL8-CCR1",50.8853,6.7796,0.000000000001,2,0.000000000058,7.0618,7.2058,0.004605,0.099964029021,0.000219076439,0.004540790937,7.9636,1.739,0.01998609289,0.117842980973
"Macrophages-Prolif.T","CCL8-CCR2",41.5654,5.898,0.000000001964,2,0.000000082763,9.5991,4.3301,0.000269,0.022512408879,0.000219076439,0.000216723642,7.9636,4.0741,0.01998609289,0.019870307151
"Macrophages-Prolif.T","CCL8-CCR5",45.6172,8.7879,0.000002489825,2,0.000067460697,7.776,5.8664,0.000565,0.034301245763,0.000219076439,0.005187848626,7.9636,4.1162,0.01998609289,0.126948759473
"Macrophages-Prolif.T","CD14-ITGA4",25.9866,5.7473,0.000495978616,2,0.007707316978,5.2464,4.9533,0.024731,0.195161861423,0.041015897652,0.007152673133,1.531,2.1323,0.37568398562,0.149540880629
"Macrophages-Prolif.T","CD274-PDCD1",25.3493,3.906,0.000000012932,2,0.000000494356,9.0501,2.801,0.000826,0.04189860396,0.100775513789,0.000027227594,1.3318,5.4802,0.523841099795,0.005477910174
"Macrophages-Prolif.T","CD48-CD2",52.709,9.5351,0.000000307583,2,0.00000977579,9.7749,5.3923,0.002932,0.080751058417,0.004551622191,0.002788537316,3.4854,6.2608,0.118035370559,0.09009158353
"Macrophages-Prolif.T","CD58-CD2",35.1294,7.5747,0.000233609316,2,0.004061030499,2.4237,14.4944,0.245724,0.45870272858,0.05926702019,0.002788537316,-0.4959,6.2608,0.433844051588,0.09009158353
"Macrophages-Prolif.T","CD80-CD28",19.1308,2.1266,0,2,0,17.8031,1.0746,0.000058,0.011939666667,0.00290626301,0.000092074147,1.0382,5.3955,0.092415111297,0.011668184913
"Macrophages-Prolif.T","CD80-CTLA4",23.2592,2.4816,0,2,0,12.7621,1.8225,0.014083,0.175457035478,0.00290626301,0.00009147672,1.0382,6.362,0.092415111297,0.01163268626
"Macrophages-Prolif.T","CD86-CD28",33.3302,3.5247,0,2,0,13.6165,2.4478,0.000168,0.018014233918,0.168122136191,0.000092074147,0.3718,5.3955,0.627985837834,0.011668184913
"Macrophages-Prolif.T","CD86-CTLA4",39.3394,4.2656,0,2,0,8.4346,4.6641,0.018063,0.185386417479,0.168122136191,0.00009147672,0.3718,6.362,0.627985837834,0.01163268626
"Macrophages-Prolif.T","CFH-SELL",19.0697,4.2007,0.000132476024,2,0.002472724702,5.1144,3.7286,0.006496,0.121713411611,0.008320925809,0.001202838052,2.172,5.2484,0.160962919714,0.054955458148
"Macrophages-Prolif.T","COL6A3-ITGA2",11.7613,2.1276,0.000004371167,2,0.000113539399,6.9505,1.6922,0.002251,0.071701508865,0.179209798238,0.001843308974,0.5034,2.8346,0.648302614512,0.070586305683
"Macrophages-Prolif.T","COL9A2-ITGB1",-12.6112,1.9078,0.000000263555,2,0.000008451456,-3.6036,3.4997,0.157738,0.391655165812,0.000599641308,0.176231460629,-1.5968,-0.6525,0.035983804868,0.642844308456
"Macrophages-Prolif.T","CXCL10-CXCR3",61.8396,8.2215,0.000000000003,2,0.000000000168,10.3893,5.9522,0.000165,0.0179095,0.001595642762,0.000182685804,5.0169,5.9562,0.064773911838,0.017886626289
"Macrophages-Prolif.T","CXCL11-CXCR3",41.9749,6.5419,0.000000057155,2,0.000002013014,9.7277,4.315,0.000381,0.027908055215,0.002116411364,0.000182685804,4.6672,5.9562,0.076449979642,0.017886626289
"Macrophages-Prolif.T","CXCL16-CXCR6",49.8388,6.2536,0,2,0,14.9841,3.3261,0.000116,0.015503746269,0.065756007228,0.000094189886,-1.3762,6.6663,0.450284137259,0.011829862648
"Macrophages-Prolif.T","CXCL9-CXCR3",31.3656,7.497,0.000588951324,2,0.008912398595,6.1975,5.061,0.003373,0.086633194265,0.076273173745,0.000182685804,2.4969,5.9562,0.477618927838,0.017886626289
"Macrophages-Prolif.T","DUSP18-ITGA2",10.5005,1.941,0.000002272281,2,0.000062035696,6.9534,1.5101,0.002248,0.071701508865,0.015913299491,0.001843308974,0.8532,2.8346,0.229998334569,0.070586305683
"Macrophages-Prolif.T","FN1-ITGB8",-25.8129,5.3441,0.000193138376,2,0.00342815832,-2.488,10.3748,0.221725,0.435430610033,0.857931768503,0.001060201646,0.2439,-3.6281,0.939209592014,0.050873429196
"Macrophages-Prolif.T","GNAI2-CCR5",33.1114,7.7992,0.00044529516,2,0.007060658405,3.2929,10.0553,0.140506,0.371384247934,0.444259494606,0.005187848626,0.2639,4.1162,0.891162479017,0.126948759473
"Macrophages-Prolif.T","GNAI2-CXCR3",47.4925,5.6371,0.000000000002,2,0.000000000113,7.4141,6.4057,0.049587,0.25817273125,0.444259494606,0.000182685804,0.2639,5.9562,0.891162479017,0.017886626289
"Macrophages-Prolif.T","GNAI2-F2R",31.4295,3.4054,0,2,0,6.0582,5.1879,0.087876,0.30844002391,0.444259494606,0.00009819406,0.2639,3.9198,0.891162479017,0.012135285983
"Macrophages-Prolif.T","HBEGF-CD9",-28.7977,4.4533,0.000029397555,2,0.000637403767,-4.5653,6.3079,0.07099,0.302226600465,0.02967916222,0.001737305845,-1.7647,-4.0988,0.319646066382,0.068278885772
"Macrophages-Prolif.T","HGF-CD44",15.7988,1.881,0,2,0,7.0868,2.2293,0.029677,0.204798289347,0.000055767054,0.053710710255,2.1886,-0.8209,0.008657764366,0.418976610715
"Macrophages-Prolif.T","HGF-ITGB1",14.2284,1.8177,0.000000000002,2,0.000000000113,6.4201,2.2162,0.012523,0.165765460828,0.000055767054,0.176231460629,2.1886,-0.6525,0.008657764366,0.642844308456
"Macrophages-Prolif.T","HLA-A-CD3D",68.8899,6.7286,0,2,0,11.4924,5.9944,0.0129,0.168452460809,0.036793001618,0.000047412549,0.8896,6.1179,0.354725246995,0.007832467717
"Macrophages-Prolif.T","HLA-A-CD3G",54.5659,6.9013,0,2,0,13.3483,4.0879,0.000073,0.012755058537,0.036793001618,0.000373016618,0.8896,4.7635,0.354725246995,0.026853639987
"Macrophages-Prolif.T","HLA-B-CD3D",70.1996,7.1069,0,2,0,10.7483,6.5313,0.002752,0.078471513514,0.910076311749,0.000047412549,-0.04,6.1179,0.958670995509,0.007832467717
"Macrophages-Prolif.T","HLA-B-CD3G",54.8201,7.5605,0.000000000254,2,0.000000011831,9.7566,5.6188,0.000193,0.019090346154,0.910076311749,0.000373016618,-0.04,4.7635,0.958670995509,0.026853639987
"Macrophages-Prolif.T","HLA-C-CD3D",65.3419,6.4287,0,2,0,9.6098,6.7995,0.010972,0.154909762712,0.268855596335,0.000047412549,-0.4599,6.1179,0.750870048565,0.007832467717
"Macrophages-Prolif.T","HLA-C-CD3G",50.9098,7.4477,0.000000000565,2,0.000000025424,10.7487,4.7364,0.000164,0.0179095,0.268855596335,0.000373016618,-0.4599,4.7635,0.750870048565,0.026853639987
"Macrophages-Prolif.T","ICAM1-IL2RA",35.6584,5.0159,0.000000000925,2,0.000000040504,16.509,2.1599,0.000134,0.016493972509,0.014783682608,0.000064665464,2.6753,5.2767,0.221518443153,0.009426152469
"Macrophages-Prolif.T","IL10-IL10RA",21.407,2.8883,0.000000001479,2,0.000000063445,9.6332,2.2222,0.000357,0.026770776618,0.000037357864,0.092549716224,4.0586,1.2197,0.006854813932,0.517403703173
"Macrophages-Prolif.T","IL10-IL10RB",9.2848,2.1226,0.000282789152,2,0.004786968164,4.957,1.8731,0.036633,0.223803074706,0.000037357864,0.04383897867,4.0586,-1.2125,0.006854813932,0.388694305667
"Macrophages-Prolif.T","IL10-SIRPG",25.1957,4.8697,0.000017304115,2,0.000395795719,6.5885,3.8242,0.002748,0.078471513514,0.000037357864,0.003823227081,4.0586,5.6658,0.006854813932,0.107081498259
"Macrophages-Prolif.T","IL15-IL15RA",8.744,2.0295,0.000424008715,2,0.006786223486,4.8136,1.8165,0.012108,0.162982507328,0.250639390226,0.002265618765,0.5133,1.99,0.724362171612,0.079262076604
"Macrophages-Prolif.T","IL15-IL2RA",19.7529,2.7048,0.000000001638,2,0.000000069847,5.7635,3.4272,0.019891,0.187736086121,0.250639390226,0.000064665464,0.5133,5.2767,0.724362171612,0.009426152469
"Macrophages-Prolif.T","IL15-IL2RB",21.9673,2.6332,0,2,0,14.0852,1.5596,0.000147,0.017040106796,0.250639390226,0.000012941948,0.5133,5.9805,0.724362171612,0.003423206996
"Macrophages-Prolif.T","IL18-IL18R1",18.2365,3.4668,0.000006080412,2,0.000153052901,4.3356,4.2062,0.108971,0.33125739313,0.009978539874,0.001321452054,-0.8025,3.633,0.178338158924,0.05802951221
"Macrophages-Prolif.T","IL27-IL27RA",17.5087,3.393,0.000012760527,2,0.000300111173,5.1756,3.3829,0.013423,0.171836467834,0.003060332771,0.014614493222,2.5756,1.953,0.095344964596,0.220305547328
"Macrophages-Prolif.T","LAMB3-ITGA2",4.4677,1.0702,0.000632605212,2,0.009476907607,4.1615,1.0736,0.014129,0.175677156489,0.003788196657,0.001843308974,1.485,2.8346,0.106540125931,0.070586305683
"Macrophages-Prolif.T","LAMB3-ITGB1",9.6377,2.2257,0.000427626839,2,0.006831920493,7.6328,1.2627,0.001423,0.055261382449,0.003788196657,0.176231460629,1.485,-0.6525,0.106540125931,0.642844308456
"Macrophages-Prolif.T","LAMC1-ITGA1",6.6871,1.4969,0.000238897968,2,0.004139271093,4.9454,1.3522,0.007661,0.13199103367,0.000423842869,0.049655832885,1.5399,1.5911,0.029077523656,0.413225525456
"Macrophages-Prolif.T","LAMC1-ITGA2",6.3773,1.1936,0.000003725393,2,0.000097901579,9.2457,0.6898,0.000761,0.039793078832,0.000423842869,0.001843308974,1.5399,2.8346,0.029077523656,0.070586305683
"Macrophages-Prolif.T","LAMC1-ITGB1",9.7573,1.7537,0.0000010483,2,0.000030305938,5.9775,1.6323,0.003582,0.088485281379,0.000423842869,0.176231460629,1.5399,-0.6525,0.029077523656,0.642844308456
"Macrophages-Prolif.T","LGALS1-CD69",32.0264,3.484,0,2,0,6.5553,4.8856,0.061488,0.287674706021,0.022272926046,0.000142893312,0.7979,2.7331,0.27566876481,0.015259270085
"Macrophages-Prolif.T","LGALS9-HAVCR2",21.3082,4.0128,0.000011322992,2,0.000269333027,5.8952,3.6145,0.002051,0.068436301676,0.013644712482,0.004979107979,0.9103,2.1986,0.211831355761,0.124358911578
"Macrophages-Prolif.T","MDK-ITGA4",22.6936,4.452,0.000002026492,2,0.000055707534,5.1579,4.3997,0.033464,0.215506475369,0.005042931756,0.007152673133,2.3672,2.1323,0.124995111819,0.149540880629
"Macrophages-Prolif.T","NECTIN2-CD226",25.1434,2.7689,0,2,0,13.947,1.8028,0.000153,0.017453207006,0.000817194164,0.000138913958,1.8473,4.2265,0.043615062636,0.015026943222
"Macrophages-Prolif.T","NECTIN2-PVRIG",12.463,2.7958,0.000539847879,2,0.008291622827,5.989,2.081,0.003909,0.092261060606,0.000817194164,0.005897485452,1.8473,2.0709,0.043615062636,0.136402619646
"Macrophages-Prolif.T","PIGF-FLT1",9.4378,1.8071,0.00000250746,2,0.000067887158,9.8998,0.9533,0.000584,0.034805816972,0.095468700893,0.00243378684,0.3248,2.107,0.523630317341,0.082798421665
"Macrophages-Prolif.T","PVR-CD226",15.4933,1.861,0,2,0,10.5224,1.4724,0.000461,0.031214667297,0.338112579327,0.000138913958,0.2224,4.2265,0.838726732798,0.015026943222
"Macrophages-Prolif.T","PVR-CD96",20.9353,2.1912,0,2,0,8.0218,2.6098,0.010013,0.149859274854,0.338112579327,0.000055261751,0.2224,5.6381,0.838726732798,0.008652784819
"Macrophages-Prolif.T","PVR-TIGIT",21.9314,3.1283,0.000000029631,2,0.000001085228,8.7619,2.503,0.000935,0.044619152722,0.338112579327,0.000419046097,0.2224,5.9666,0.838726732798,0.028902922081
"Macrophages-Prolif.T","SELPLG-SELL",32.7263,5.8897,0.00001453103,2,0.000337759224,4.6556,7.0294,0.079503,0.302226600465,0.019984378159,0.001202838052,-0.6442,5.2484,0.259265695991,0.054955458148
"Macrophages-Prolif.T","SEMA3C-NRP1",-12.7629,2.7996,0.0002253503,2,0.003934606918,-5.7267,2.2287,0.002449,0.075161682635,0.647080943533,0.003574882087,-0.1357,-3.0508,0.908445292941,0.103232595821
"Macrophages-Prolif.T","SPP1-ITGA4",48.3356,9.0443,0.000025727525,2,0.000565011783,4.4049,10.9731,0.098446,0.319985233575,0.0021048725,0.007152673133,6.3722,2.1323,0.076214197236,0.149540880629
"Macrophages-Prolif.T","TGFB1-ITGB8",-25.8787,4.2592,0.000000337035,2,0.000010645729,-5.231,4.9472,0.060345,0.285233248219,0.572229006012,0.001060201646,-0.1643,-3.6281,0.901706714664,0.050873429196
"Macrophages-Prolif.T","TNFSF12-TNFRSF25",20.9815,1.9265,0,2,0,13.5586,1.5475,0.000171,0.018014233918,0.144553579319,0.000008374359,-0.5641,4.5246,0.585286508352,0.002571589415
"Macrophages-Prolif.T","TNFSF13-FAS",14.4033,2.7983,0.00001430238,2,0.000333309661,5.6165,2.5645,0.090798,0.310829056314,0.014383661226,0.000166500099,-1.3581,2.6105,0.218564551396,0.016908058723
"Macrophages-Prolif.T","TNFSF13-TNFRSF1A",-15.4922,3.3856,0.000351420496,2,0.005763521404,-3.4364,4.5082,0.071223,0.302226600465,0.014383661226,0.026540179658,-1.3581,-1.069,0.218564551396,0.301748965968
"Macrophages-Prolif.T","VCAN-ITGA4",30.2567,4.7116,0.000000076384,2,0.000002643477,8.3061,3.6427,0.000465,0.031249221388,0.000519029699,0.007152673133,2.8883,2.1323,0.032915884125,0.149540880629
"Macrophages-Prolif.T","VCAN-SELL",47.8217,6.7693,0.000000000158,2,0.000000007476,9.7696,4.8949,0.000931,0.044582204545,0.000519029699,0.001202838052,2.8883,5.2484,0.032915884125,0.054955458148
"Macrophages-Prolif.T","VEGFA-FLT1",6.2309,1.4096,0.000344212167,2,0.005666054968,5.3058,1.1744,0.006062,0.117164412177,0.017198387526,0.00243378684,1.6084,2.107,0.240397236685,0.082798421665
"Macrophages-Prolif.T","VEGFB-FLT1",8.3143,1.7713,0.000150426602,2,0.002764561548,6.4185,1.2954,0.003028,0.082131529902,0.039138869292,0.00243378684,-0.5746,2.107,0.365901392825,0.082798421665
"Macrophages-Prolif.T","VEGFB-NRP1",-14.5719,2.7917,0.00008709741,2,0.001695512027,-8.0815,1.8031,0.001007,0.0460073125,0.039138869292,0.003574882087,-0.5746,-3.0508,0.365901392825,0.103232595821
"Macrophages-Prolif.T","VTN-ITGB8",-11.1674,2.181,0.000117750148,2,0.002233947326,-4.6313,2.4113,0.132682,0.361651431289,0.057887850522,0.001060201646,-1.8828,-3.6281,0.430550433886,0.050873429196
"Macrophages-Prolif.T","VTN-PVR",-9.8324,2.1796,0.000336557672,2,0.005563063799,-2.2713,4.329,0.250462,0.462986962791,0.057887850522,0.000773428629,-1.8828,-2.249,0.430550433886,0.042204573655
"Macrophages-Prolif.T","ADA-DPP4",17.4808,3.5038,0.000017772802,2,0.000405480251,5.7413,3.0448,0.006935,0.125965905172,0.000070649106,0.006530892098,2.5241,3.7414,0.009929784284,0.144171102165
"Macrophages-Prolif.T","FADD-FAS",13.9402,1.5727,0,2,0,7.2817,1.9144,0.017376,0.184626177382,0.005155759883,0.000166500099,0.7351,2.6105,0.126512747622,0.016908058723
"Macrophages-Prolif.T","PECAM1-CD38",26.295,4.2231,0.000000019708,2,0.000000736101,5.639,4.6631,0.079296,0.302226600465,0.038447746612,0.00010910538,-1.1848,4.7483,0.362554572997,0.012929420254
"Macrophages-Prolif.T","KLRB1-CLEC2D",14.6518,2.825,0.00004949213,2,0.001022352136,6.7074,2.1844,0.002559,0.0763840175,0.005963208257,0.000004412824,1.8605,4.3729,0.137149515969,0.00182130446
"Macrophages-Prolif.T","CD47-SIRPG",42.1028,8.8706,0.000118398384,2,0.002245056494,7.0956,5.9336,0.002083,0.068992090489,0.022359926053,0.003823227081,0.8354,5.6658,0.276354172171,0.107081498259
"Macrophages-DC","ACTR2-ADRB2",-7.3611,1.6926,0.000399693384,2,0.006448926721,-4.1169,1.788,0.05803,0.27960405838,0.187350279656,0.008442341644,-0.2209,-0.902,0.65316134897,0.162198852126
"Macrophages-DC","ADM-ADRB2",13.7895,1.8909,0.000000000638,2,0.000000028566,6.1437,2.2445,0.057979,0.279471107657,0.000041866347,0.008442341644,4.5856,-0.902,0.007345170936,0.162198852126
"Macrophages-DC","ANXA1-DYSF",16.3113,3.3735,0.0000915811,2,0.00177700077,4.9919,3.2675,0.04817,0.254765742659,0.760384658371,0.002394299467,-0.0932,1.8247,0.921167898537,0.081998368524
"Macrophages-DC","APP-CD74",24.2742,4.6858,0.00003989981,2,0.000845663488,6.2137,3.9065,0.001581,0.058805647975,0.000512069075,0.048359561312,1.9556,-0.7448,0.032668327214,0.408117696284
"Macrophages-DC","APP-NCSTN",8.8815,1.7676,0.000059623481,2,0.001212062126,8.0278,1.1063,0.001098,0.047831204131,0.000512069075,0.296236911331,1.9556,-0.1883,0.032668327214,0.787227727663
"Macrophages-DC","APP-TNFRSF21",12.0172,2.2672,0.00000736856,2,0.000182275173,7.0105,1.7142,0.000953,0.04485611958,0.000512069075,0.012771099062,1.9556,1.3127,0.032668327214,0.204262059023
"Macrophages-DC","B2M-CD1B",-60.5639,12.6454,0.000105867541,2,0.00202459661,-3.4788,17.4097,0.124608,0.350973810804,0.91788092892,0.004122632154,0.03,-4.6648,0.961962475855,0.111805818869
"Macrophages-DC","B2M-CD247",24.5976,5.4233,0.000229564821,2,0.003995521051,3.5207,6.9866,0.120736,0.346465540014,0.91788092892,0.004743840106,0.03,1.8806,0.961962475855,0.121088780576
"Macrophages-DC","CALM1-SELL",32.455,4.33,0.000000018986,2,0.000000709874,5.4613,5.9427,0.072185,0.302226600465,0.21310818907,0.000355315815,0.3884,3.1235,0.677121492173,0.026057162396
"Macrophages-DC","CALM2-SELL",24.7277,3.7905,0.000000030582,2,0.000001114361,4.6966,5.2651,0.067956,0.302226600465,0.118766916635,0.000355315815,-0.369,3.1235,0.540989104895,0.026057162396
