"lr.cell.name","lr.gene.name","obs.xy.diff","null.diff.sd","pvalue","stage","adj.p","Welch.t.stat","Welch.t.sd","Welch.t.p","adj.t.p","limma.Lg.p","limma.Rg.p","limma.Lg.logFC","limma.Rg.logFC","adj.limma.Lg.p","adj.limma.Rg.p"
"Prolif.T-DC","IL10-IL10RA",26.106,4.9384,0.000004689915,2,0.000120854723,5.3968,4.8373,0.02885,0.202691003334,0.00154007955,0.734421560499,4.629,0.1522,0.063482039473,0.918779665691
"Prolif.T-DC","IL21-IL21R",11.027,1.6947,0.000000157713,2,0.00000523226,9.3682,1.1771,0.000723,0.038652443284,0.000562898496,0.901929325454,2.5184,0.0352,0.034712361407,0.955157089472
"Prolif.T-DC","IL21-IL2RG",10.5052,1.8798,0.000000933993,2,0.00002722107,8.2498,1.2734,0.001178,0.04955031653,0.000562898496,0.280454500674,2.5184,-0.5739,0.034712361407,0.766438698971
"Prolif.T-DC","INHBA-ENG",-32.9365,7.4263,0.000648003826,2,0.009687204979,-5.5907,5.8913,0.003342,0.086244306916,0.003941085419,0.97901891683,-5.6143,-0.0159,0.108754126045,0.989763889064
"Prolif.T-DC","LTB-LTBR",14.9206,2.761,0.000144833121,2,0.002668609857,6.5817,2.267,0.010813,0.154430162281,0.001428501338,0.725714394713,2.7747,-0.0663,0.060713085478,0.918189431289
"Prolif.T-DC","LTB-TNFRSF1A",16.4298,3.3445,0.000169024391,2,0.003056176003,6.089,2.6983,0.001739,0.062351592593,0.001428501338,0.785691602814,2.7747,-0.0755,0.060713085478,0.924075230321
"Prolif.T-DC","PROS1-AXL",-22.7669,3.9758,0.000007324077,2,0.00018130001,-9.1571,2.4863,0.000296,0.023666125,0.001926218545,0.168709877381,-3.6418,-0.9575,0.07235805859,0.629170840257
"Prolif.T-DC","PSAP-CD1B",-49.0434,9.2679,0.000056274766,2,0.001147896266,-3.4558,14.1916,0.136794,0.366643541305,0.043923357877,0.004122632154,-2.6897,-4.6648,0.388966732126,0.111805818869
"Prolif.T-DC","QDPR-DYSF",7.7879,1.7561,0.00045892287,2,0.007240202069,6.0312,1.2913,0.010172,0.150774031792,0.238875303995,0.002394299467,-0.2864,1.8247,0.709681637437,0.081998368524
"Prolif.T-DC","SELPLG-SELL",19.4979,3.0447,0.000000002549,2,0.000000105674,4.6574,4.1864,0.090688,0.310829056314,0.191313493717,0.000355315815,-0.3036,3.1235,0.656157098885,0.026057162396
"Prolif.T-DC","SEMA4D-CD72",15.7211,2.1964,0.000000000128,2,0.000000006113,11.9927,1.3109,0.000123,0.015567975265,0.000229706784,0.018273599074,2.5008,1.1134,0.020532683192,0.247816260278
"Prolif.T-DC","UBB-ADRB2",-12.3787,2.2787,0.000008683721,2,0.000212026041,-3.0322,4.0824,0.181212,0.412503585835,0.005431652441,0.008442341644,-0.9944,-0.902,0.130172045491,0.162198852126
"Prolif.T-DC","VIM-CD44",-22.9092,3.7667,0.000026313716,2,0.000576471556,-6.7296,3.4043,0.001102,0.047888917576,0.00557258572,0.00857829676,-1.594,-0.8864,0.131940701373,0.163353531981
"Prolif.T-DC","CD6-ALCAM",19.7617,4.384,0.000333416986,2,0.005518790675,4.5006,4.3909,0.013615,0.172719572895,0.000712160188,0.150501225834,3.5124,-1.0414,0.040040372148,0.595615306372
"Prolif.T-Alevolar","ACTR2-LDLR",46.2117,3.3893,0,2,0,21.0041,2.2001,0.00003,0.01004271028,0.613625481146,0.000013551833,-0.1129,6.43,0.902872692578,0.003535568484
"Prolif.T-Alevolar","ARPC5-LDLR",53.3714,3.7641,0,2,0,20.5974,2.5912,0.000033,0.010368657895,0.039371228189,0.000013551833,-0.461,6.43,0.367170016652,0.003535568484
"Prolif.T-Alevolar","BTLA-TNFRSF14",12.5493,1.8113,0.000000004058,2,0.000000164427,10.0216,1.2522,0.000557,0.034104586325,0.000091865385,0.332497514725,2.5902,-0.5992,0.01166345096,0.832193594473
"Prolif.T-Alevolar","CALM1-FAS",53.1489,2.519,0,2,0,32.8359,1.6186,0.000005,0.006932709677,0.099566349979,0.000001838268,0.2545,5.4529,0.523841099795,0.000967042011
"Prolif.T-Alevolar","CALR-ITGA3",50.9999,5.2534,0,2,0,18.8277,2.7088,0.000047,0.011021230769,0.329676785372,0.000087401804,0.4306,5.6292,0.828514281883,0.011334894214
"Prolif.T-Alevolar","CCL5-SDC4",69.0979,7.3252,0,2,0,16.1325,4.2832,0.000086,0.013570193833,0.000818221441,0.000039775676,5.7801,6.9674,0.043633604466,0.007151909267
"Prolif.T-Alevolar","CD40LG-CD40",20.6992,3.8852,0.000026658755,2,0.000582960895,4.6691,4.4333,0.038195,0.2273376,0.000031875499,0.261256741427,4.46,-0.952,0.006106727161,0.739495767682
"Prolif.T-Alevolar","CD40LG-TRAF3",20.3533,2.8982,0.000000000071,2,0.000000003455,9.4303,2.1583,0.000705,0.038145611782,0.000031875499,0.000799969638,4.46,3.9603,0.006106727161,0.043017722137
"Prolif.T-Alevolar","DUSP18-ITGA3",17.9784,3.3845,0.000048991455,2,0.001014349669,6.7938,2.6463,0.002451,0.075161682635,0.546256038335,0.000087401804,0.3928,5.6292,0.901706714664,0.011334894214
"Prolif.T-Alevolar","FASLG-FAS",24.1622,3.0638,0.000000000013,2,0.00000000068,10.3667,2.3308,0.000489,0.031962574818,0.000456326248,0.000001838268,4.4172,5.4529,0.030586726305,0.000967042011
"Prolif.T-Alevolar","GNAI2-UNC5B",-39.4903,4.8718,0.000000000002,2,0.000000000113,-13.586,2.9067,0.000165,0.0179095,0.740148959563,0.000319185717,-0.1294,-5.3399,0.919113156323,0.025073399241
"Prolif.T-Alevolar","HLA-G-CD4",-17.1987,3.9386,0.000427323176,2,0.006830115503,-3.1549,5.4514,0.173988,0.412503585835,0.168554483018,0.009011257841,-1.1319,-3.6998,0.628867422817,0.167997992267
"Prolif.T-Alevolar","HSPA8-LDLR",64.9126,5.4152,0,2,0,30.3808,2.1366,0.000007,0.006964805556,0.128883456701,0.000013551833,1.0855,6.43,0.556846464663,0.003535568484
"Prolif.T-Alevolar","IFNG-IFNGR2",29.1444,5.5636,0.000052521536,2,0.001079328111,4.5971,6.3398,0.067142,0.302226600465,0.000961663518,0.031825913308,5.1324,-1.2752,0.047807191143,0.330085844078
"Prolif.T-Alevolar","LRPAP1-LDLR",42.5086,5.0689,0,2,0,9.2329,4.6041,0.000765,0.039943928571,0.034479454202,0.000013551833,-1.9679,6.43,0.343533979816,0.003535568484
"Prolif.T-Alevolar","PTDSS1-JMJD6",27.6291,2.844,0,2,0,18.4736,1.4956,0.00005,0.011335126582,0.055842281818,0.000088840818,0.6715,5.2376,0.42438916173,0.011437832038
"Prolif.T-Alevolar","RPS27A-LDLR",67.3618,4.3635,0,2,0,24.9657,2.6982,0.000015,0.007744648649,0.157745578186,0.000013551833,0.2169,6.43,0.609041342295,0.003535568484
"Prolif.T-Alevolar","SERPING1-LRP1",-42.2081,9.5086,0.000522396722,2,0.008051518152,-3.8117,11.0733,0.087074,0.307885790746,0.024122846161,0.03511794091,-3.8063,-3.7214,0.28678192187,0.346862219514
"Prolif.T-Alevolar","UBA52-LDLR",61.38,4.3223,0,2,0,26.3083,2.3331,0.000012,0.007285220339,0.888406068367,0.000013551833,-0.0216,6.43,0.949520296303,0.003535568484
"Prolif.T-Alevolar","UBB-LDLR",58.6384,4.2193,0,2,0,20.2634,2.8938,0.000035,0.010535,0.005431652441,0.000013551833,-0.9944,6.43,0.130172045491,0.003535568484
"Prolif.T-Alevolar","UBC-LDLR",59.4804,4.0733,0,2,0,29.3954,2.0235,0.000008,0.0071638,0.012041428692,0.000013551833,0.739,6.43,0.197162007558,0.003535568484
"Prolif.T-Alevolar","VIM-CD44",-26.5251,5.7543,0.000185492909,2,0.003303913728,-5.0101,5.2944,0.030214,0.206410061213,0.00557258572,0.028654608487,-1.594,-1.2634,0.131940701373,0.313873973689
"Prolif.T-Alevolar","LGALS8-ITGA3",27.7075,3.0691,0,2,0,15.3255,1.8079,0.000106,0.014773595331,0.0255390924,0.000087401804,0.996,5.6292,0.295422376996,0.011334894214
"Prolif.T-Alevolar","FADD-FAS",27.2949,2.1412,0,2,0,22.2001,1.2295,0.000024,0.009049010526,0.01410266843,0.000001838268,1.1635,5.4529,0.215628876348,0.000967042011
"Prolif.T-Alevolar","CD6-ALCAM",22.0816,4.3267,0.000004402359,2,0.000114266737,5.2757,4.1855,0.055296,0.272303123077,0.000712160188,0.263896306487,3.5124,0.8074,0.040040372148,0.743981243233
"Prolif.T-Ciliated","ADAM17-NOTCH1",-20.1596,3.0138,0.000000047413,2,0.000001686481,-6.01,3.3543,0.032809,0.214020318885,0.090430733372,0.001319410569,-0.94,-3.6806,0.512403311556,0.057962756684
"Prolif.T-Ciliated","APOE-SCARB1",-43.6874,6.1346,0.00000004443,2,0.000001583521,-3.6099,12.102,0.172035,0.410179169607,0.051173948275,0.000524303007,-5.4118,-3.8646,0.416390968241,0.03311959138
"Prolif.T-Ciliated","APP-TNFRSF21",15.9688,3.4911,0.000125231046,2,0.002354672355,4.3955,3.633,0.018248,0.185920560079,0.856641443879,0.000050257265,-0.1239,3.4392,0.938857356697,0.008104236564
"Prolif.T-Ciliated","BTLA-TNFRSF14",13.5861,1.9299,0.000000000611,2,0.00000002746,7.1892,1.8898,0.001983,0.066916097928,0.000091865385,0.538485399187,2.5902,-0.4204,0.01166345096,0.901706714664
"Prolif.T-Ciliated","CALM1-PDE1B",-47.065,1.1759,0,2,0,-18.0379,2.6092,0.035204,0.219949777778,0.099566349979,0.000000025641,0.2545,-4.9559,0.523841099795,0.000060119458
"Prolif.T-Ciliated","CALM2-PDE1B",-45.1054,1.094,0,2,0,-57.1775,0.7889,0.01096,0.154876551874,0.0115868377,0.000000025641,-0.7055,-4.9559,0.193381755867,0.000060119458
"Prolif.T-Ciliated","CALM3-PDE1B",-36.7075,1.0684,0,2,0,-157.0971,0.2337,0.003229,0.085050516058,0.073591241085,0.000000025641,0.4865,-4.9559,0.471197591383,0.000060119458
"Prolif.T-Ciliated","CD40LG-TRAF3",21.6269,3.0049,0.000000000071,2,0.000000003455,7.0044,3.0876,0.018541,0.186341211841,0.000031875499,0.032102231005,4.46,1.6657,0.006106727161,0.331569388472
"Prolif.T-Ciliated","EFNA4-EPHA2",12.7906,1.9844,0.000000009013,2,0.000000350148,7.1924,1.7783,0.00198,0.066916097928,0.814703161762,0.000310154667,-0.0653,5.4736,0.928203990373,0.024897525254
"Prolif.T-Ciliated","FN1-ITGB7",-29.4915,5.8619,0.000019711611,2,0.000444336183,-3.6595,8.0588,0.159886,0.394405920573,0.146429549552,0.003186965325,-3.7012,-3.3223,0.588445901848,0.097911843516
"Prolif.T-Ciliated","GNAI2-IGF1R",29.8921,5.4032,0.00000333012,2,0.000088356717,6.5664,4.5523,0.001813,0.0638543235,0.740148959563,0.001397280726,-0.1294,4.1392,0.919113156323,0.060033240844
"Prolif.T-Ciliated","GNAI2-S1PR4",-36.3817,8.0356,0.000308998915,2,0.005179238248,-7.1979,5.0545,0.001114,0.048191263285,0.740148959563,0.006914384405,-0.1294,-4.8412,0.919113156323,0.148020551583
"Prolif.T-Ciliated","GZMB-IGF2R",51.6975,8.5221,0.000004780778,2,0.000123019172,11.3229,4.5658,0.034705,0.218874269718,0.000100197279,0.221927828818,9.9948,-0.9151,0.012237129002,0.688147919372
"Prolif.T-Ciliated","GZMB-PGRMC1",63.963,7.3479,0,2,0,9.5787,6.6776,0.00021,0.02027490566,0.000100197279,0.012291993797,9.9948,1.561,0.012237129002,0.199492733817
"Prolif.T-Ciliated","HLA-A-ERBB2",52.2249,6.3658,0,2,0,5.1971,10.0489,0.099532,0.321421938536,0.486196656663,0.000144976115,0.3948,4.9952,0.901706714664,0.015417555185
"Prolif.T-Ciliated","HLA-C-DDR1",65.7982,2.9974,0,2,0,70.168,0.9377,0,0,0.031651974759,0.000000120501,-1.1222,6.3677,0.329293996562,0.000141647874
"Prolif.T-Ciliated","HSP90AA1-ERBB2",53.4497,5.8905,0,2,0,6.0532,8.83,0.079563,0.302226600465,0.087268673325,0.000144976115,0.9263,4.9952,0.504809357336,0.015417555185
"Prolif.T-Ciliated","HSP90B1-ERBB2",42.1631,5.1769,0,2,0,5.5156,7.6444,0.108715,0.33109590685,0.289300407343,0.000144976115,-0.5334,4.9952,0.777991472758,0.015417555185
"Prolif.T-Ciliated","HSP90B1-TLR7",-40.7456,2.6359,0,2,0,-5.6673,7.1896,0.111187,0.333999258051,0.289300407343,0.000007694814,-0.5334,-4.4909,0.777991472758,0.002438762016
"Prolif.T-Ciliated","IFNG-IFNGR1",32.3987,6.2012,0.000035805515,2,0.000763403418,6.0708,5.3368,0.054866,0.271517719536,0.000961663518,0.702592526948,5.1324,-0.2232,0.047807191143,0.915461152486
"Prolif.T-Ciliated","IFNG-IFNGR2",28.2472,5.6093,0.000025503997,2,0.000560790466,4.2397,6.6625,0.029649,0.204783582996,0.000961663518,0.144706783329,5.1324,-0.9487,0.047807191143,0.58553741887
"Prolif.T-Ciliated","IL16-KCNA3",-15.7483,1.5769,0,2,0,-7.797,2.0198,0.08117,0.302529517112,0.175317624458,0.000000000117,1.1485,-4.0684,0.641298191491,0.00000377281
"Prolif.T-Ciliated","IL7-IL2RG",-8.9544,2.0525,0.000556283037,2,0.008493393906,-5.0402,1.7766,0.006915,0.125793999492,0.032537799585,0.011673494859,-0.5933,-3.7439,0.333827784908,0.194168475644
"Prolif.T-Ciliated","INHBA-ENG",-44.1865,8.0421,0.000072633433,2,0.001441361184,-9.7186,4.5466,0.045883,0.248711134534,0.003941085419,0.025632944426,-5.6143,-4.7577,0.108754126045,0.295936239751
"Prolif.T-Ciliated","IRAK4-TLR7",-18.8778,1.4275,0,2,0,-6.196,3.0468,0.101868,0.32412075131,0.027281882925,0.000007694814,0.7356,-4.4909,0.306161497677,0.002438762016
"Prolif.T-Ciliated","LGALS3BP-ITGB1",-20.2474,4.5133,0.000628022093,2,0.009424014809,-5.5339,3.6588,0.003062,0.082650925396,0.007929924729,0.124995563914,-2.4709,-0.5525,0.157152571911,0.549372759996
"Prolif.T-Ciliated","LYZ-ITGAL",-64.3421,14.6104,0.000440467272,2,0.006996495439,-11.5291,5.5808,0.000581,0.034800734114,0.073417589094,0.013707241934,-4.9158,-4.9577,0.470790244219,0.21241674121
"Prolif.T-Ciliated","MFNG-NOTCH1",-14.3483,3.2912,0.000428661521,2,0.006845397691,-3.1101,4.6134,0.114329,0.338010031859,0.146410198195,0.001319410569,0.9931,-3.6806,0.588437356738,0.057962756684
"Prolif.T-Ciliated","P4HB-GPR162",47.1721,5.1151,0,2,0,6.7365,7.0025,0.073547,0.302226600465,0.279866998214,0.000072451271,-0.4517,6.4987,0.765501364297,0.01007320078
"Prolif.T-Ciliated","PROS1-AXL",-22.2115,3.8159,0.000134117967,2,0.002500765986,-19.9399,1.1139,0.0319,0.211279132902,0.001926218545,0.023601173482,-3.6418,-3.8588,0.07235805859,0.283468047817
"Prolif.T-Ciliated","PSAP-CELSR1",39.1226,8.1943,0.000121612078,2,0.002297480497,5.9234,6.6048,0.002308,0.07274060774,0.043923357877,0.000593797234,-2.6897,5.205,0.388966732126,0.035817302228
"Prolif.T-Ciliated","PSEN1-NOTCH1",-16.7325,2.8877,0.000006699947,2,0.000166772343,-9.0154,1.856,0.0003,0.023932516704,0.931312546138,0.001319410569,-0.04,-3.6806,0.96740118208,0.057962756684
"Prolif.T-Ciliated","PTDSS1-SCARB1",-17.6731,2.8562,0.000000002464,2,0.000000102626,-4.1708,4.2373,0.149799,0.38258778303,0.055842281818,0.000524303007,0.6715,-3.8646,0.42438916173,0.03311959138
"Prolif.T-Ciliated","RPS27A-ERBB2",52.4401,5.6154,0,2,0,5.557,9.4367,0.099673,0.321535524406,0.157745578186,0.000144976115,0.2169,4.9952,0.609041342295,0.015417555185
"Prolif.T-Ciliated","SEMA4D-ERBB2",28.715,3.0942,0,2,0,9.0642,3.168,0.005498,0.110344982083,0.000229706784,0.000144976115,2.5008,4.9952,0.020532683192,0.015417555185
"Prolif.T-Ciliated","TGFB1-CD109",-18.8552,4.0944,0.000308273754,2,0.005171923932,-7.805,2.4158,0.000798,0.041127427338,0.367029657612,0.005278089469,-0.495,-2.7385,0.84542508059,0.12809924382
"Prolif.T-Ciliated","THBS1-SCARB1",-19.722,3.1798,0.000002037805,2,0.000055889845,-7.2872,2.7064,0.086802,0.307737109264,0.069537405448,0.000524303007,-2.6475,-3.8646,0.46015399902,0.03311959138
"Prolif.T-Ciliated","UBA52-ERBB2",47.7818,5.1965,0,2,0,5.4627,8.7469,0.096097,0.316194969961,0.888406068367,0.000144976115,-0.0216,4.9952,0.949520296303,0.015417555185
"Prolif.T-Ciliated","UBA52-NOTCH1",-35.2717,5.9541,0.000001540532,2,0.000043143327,-9.5469,3.6946,0.000536,0.033331569444,0.888406068367,0.001319410569,-0.0216,-3.6806,0.949520296303,0.057962756684
"Prolif.T-Ciliated","UBB-ERBB2",44.3457,5.3289,0,2,0,4.6854,9.4647,0.121045,0.346793566208,0.005431652441,0.000144976115,-0.9944,4.9952,0.130172045491,0.015417555185
"Prolif.T-Ciliated","UBC-ERBB2",47.1558,4.95,0,2,0,6.1348,7.6867,0.080373,0.302236414414,0.012041428692,0.000144976115,0.739,4.9952,0.197162007558,0.015417555185
"Prolif.T-Ciliated","VEGFB-NRP1",-16.7799,3.142,0.000082844215,2,0.001620642784,-6.8627,2.4451,0.026616,0.196967557962,0.006458502189,0.013068490961,-1.9382,-3.7143,0.143228556054,0.206934850976
"Prolif.T-Ciliated","ADAM10-NOTCH1",-21.4384,3.3222,0.000000003483,2,0.000000142255,-7.9002,2.7137,0.002596,0.076637367816,0.24909068635,0.001319410569,-0.4547,-3.6806,0.722391129897,0.057962756684
"Prolif.T-Ciliated","CD6-ALCAM",33.1186,3.9282,0,2,0,9.0264,3.6691,0.002026,0.067821770093,0.000712160188,0.000009047762,3.5124,2.7215,0.040040372148,0.002707136755
"DC-T cells","ADAM10-AXL",-11.6365,2.0575,0.000019507456,2,0.000440288322,-5.4429,2.1379,0.029194,0.203385085714,0.800108554604,0.001408428994,-0.0727,-2.1682,0.925124782529,0.060261512405
"DC-T cells","ALOX5AP-ALOX5",-32.965,6.6901,0.000256642224,2,0.004413186664,-4.2831,7.6964,0.061251,0.287320889529,0.024969852656,0.00525933163,-1.2403,-3.1787,0.292383261915,0.127880763151
"DC-T cells","APOC2-LRP1",-17.5768,3.5947,0.000092350086,2,0.001789982538,-2.0671,8.5031,0.279048,0.491856927127,0.022303131234,0.00884679834,-3.0474,-2.8279,0.275864218556,0.166261520958
"DC-T cells","B2M-TFRC",-27.2047,5.6192,0.000156879541,2,0.002867492384,-2.204,12.3434,0.264077,0.477145928593,0.245084072436,0.002022388519,0.4914,-2.2555,0.717663382303,0.074573906316
"DC-T cells","CALM2-PDE1B",-14.8697,3.0468,0.000164603994,2,0.002985291373,-3.6179,4.1101,0.114694,0.338462696078,0.574685992566,0.003810849222,-0.1244,-1.7185,0.901706714664,0.106872797742
"DC-T cells","CALM3-SELL",26.7113,5.3106,0.000039074144,2,0.000829636493,6.5046,4.1065,0.002453,0.075161682635,0.045414324246,0.004686870633,0.8282,3.4702,0.395772777913,0.120200205306
"DC-T cells","CCL19-CCR7",40.4422,7.0376,0.000000436,2,0.000013521285,10.3003,3.9263,0.000501,0.032275753597,0.00080058749,0.045718229323,6.7696,1.677,0.043032918596,0.397207675491
"DC-T cells","CCL19-CCRL2",17.2802,3.1018,0.0000155652,2,0.000359233182,9.2141,1.8754,0.000771,0.040198615721,0.00080058749,0.017075055021,6.7696,-0.6543,0.043032918596,0.239474657644
"DC-T cells","CCL19-CXCR3",50.5508,8.6784,0.000004257681,2,0.000110832759,12.3266,4.101,0.000249,0.021753490244,0.00080058749,0.905647059723,6.7696,-0.0682,0.043032918596,0.956685007802
"DC-T cells","CCL2-CCR1",43.3889,8.437,0.000128810424,2,0.00241563381,3.9368,11.0213,0.100729,0.322662497854,0.003160742093,0.014016205396,6.7444,1.8301,0.097324566355,0.214946966361
"DC-T cells","CCL2-CCR2",39.4084,6.8898,0.000078157414,2,0.001539890216,3.7011,10.6477,0.144644,0.376519874137,0.003160742093,0.000669448204,6.7444,1.4567,0.097324566355,0.038344356105
"DC-T cells","CCL2-CCR5",41.6978,8.075,0.000093779823,2,0.001813155093,3.1866,13.0853,0.180098,0.412503585835,0.003160742093,0.011441187037,6.7444,0.9844,0.097324566355,0.19209670724
"DC-T cells","CCL8-CCR1",34.6184,7.7404,0.000438894613,2,0.006980802017,5.4196,6.3877,0.002999,0.081844781915,0.004050705397,0.014016205396,5.748,1.8301,0.110744301182,0.214946966361
"DC-T cells","CCL8-CCR2",31.5015,6.1407,0.000039321097,2,0.000834385292,6.5115,4.8378,0.003893,0.092163494382,0.004050705397,0.000669448204,5.748,1.4567,0.110744301182,0.038344356105
"DC-T cells","CCL8-CCR5",34.4754,6.8367,0.000031549203,2,0.000679123138,5.5862,6.1715,0.005762,0.113712990634,0.004050705397,0.011441187037,5.748,0.9844,0.110744301182,0.19209670724
"DC-T cells","COL6A3-ITGA2",10.3746,1.8091,0.000001181371,2,0.000033798345,5.8948,1.7599,0.026257,0.196820947291,0.116026624191,0.000741550863,0.8653,2.4297,0.537151462691,0.041010139277
"DC-T cells","CXCL13-CXCR3",51.3587,6.509,0,2,0,15.0885,3.4038,0.000112,0.015195939394,0.000120036293,0.905647059723,6.8455,-0.0682,0.01364724408,0.956685007802
"DC-T cells","DUSP18-ITGA2",8.9444,1.7967,0.000080808184,2,0.001587750051,3.8976,2.2949,0.136361,0.366277814698,0.909441574668,0.000741550863,0.0498,2.4297,0.958352580149,0.041010139277
"DC-T cells","GAS6-AXL",-11.5779,2.3676,0.000282462375,2,0.004785648658,-6.4046,1.8078,0.006921,0.125839238071,0.964748775729,0.001408428994,-0.033,-2.1682,0.982695024855,0.060261512405
"DC-T cells","GNAI2-S1PR5",20.2116,4.572,0.000350294219,2,0.005752952146,9.2832,2.1772,0.000749,0.039448237885,0.811421742629,0.00401972137,0.1048,2.761,0.927466437094,0.110131785556
"DC-T cells","HMGB1-THBD",-28.7709,3.128,0,2,0,-7.7639,3.7058,0.027684,0.199881716589,0.772793407446,0.000099906812,-0.0712,-3.3144,0.922887298624,0.012224917546
"DC-T cells","INHBA-ACVR1",-11.743,2.6222,0.000403163875,2,0.006499066984,-5.2626,2.2314,0.017541,0.184626177382,0.003342125976,0.594605181441,-4.7279,-0.1343,0.099974818965,0.901706714664
"DC-T cells","INHBA-ENG",-21.1453,4.2242,0.00002245091,2,0.000497732246,-3.9866,5.3041,0.111315,0.334193581678,0.003342125976,0.171764589707,-4.7279,-0.998,0.099974818965,0.634461322882
"DC-T cells","LRPAP1-SORT1",-25.94,5.7133,0.000137902893,2,0.00255934908,-2.059,12.5981,0.279835,0.492381483765,0.214877064065,0.005440326435,-0.7414,-3.4202,0.679425684718,0.130258321367
"DC-T cells","PROS1-AXL",-6.8195,1.1338,0.000002635644,2,0.000070928725,-1.9799,3.4443,0.296562,0.507915954767,0.017848691493,0.001408428994,-2.0319,-2.1682,0.245135907483,0.060261512405
"DC-T cells","RTN4-RTN4R",-11.9172,2.5832,0.000256555913,2,0.004413186664,-3.6891,3.2304,0.096462,0.316755810231,0.015714550551,0.00657521903,-0.5013,-1.4324,0.228478347369,0.14464160133
"DC-T cells","TGFB1-ITGB8",-23.1785,3.0626,0.000000000006,2,0.000000000322,-3.9084,5.9304,0.153079,0.385776224356,0.273847630367,0.000440195366,-0.5117,-3.2189,0.757593171824,0.029832648875
"DC-T cells","VEGFB-NRP1",-7.025,1.6404,0.000634205904,2,0.009492946626,-4.1589,1.6892,0.093024,0.312777585398,0.475599687092,0.007649778719,-0.3583,-1.6771,0.901706714664,0.154067681119
"DC-T cells","TYROBP-TREM1",-40.8135,7.2216,0.000004473045,2,0.000115765895,-2.9508,13.8312,0.1962,0.417098213544,0.138947792703,0.001640333631,-0.3002,-3.5962,0.575291907734,0.06603049581
"DC-T cells","ADA-DPP4",20.119,4.4287,0.000280701544,2,0.004760629074,3.3054,6.0867,0.184264,0.412639537634,0.003668294195,0.516654854204,3.3322,0.3003,0.104798258307,0.901706714664
"DC-T cells","CD99-PILRA",-26.4789,4.7118,0.000006439489,2,0.000160735928,-3.6855,7.1846,0.139515,0.370048330174,0.883818548716,0.001440626273,-0.0286,-3.3635,0.948141386989,0.060968462845
"DC-Macrophages","ADAM15-ITGA9",6.3911,1.1381,0.000002623323,2,0.00007065023,12.0942,0.5284,0.000112,0.015195939394,0.797434659177,0.000091004358,-0.1869,1.4808,0.925124782529,0.011608095679
"DC-Macrophages","ALOX5AP-ALOX5",-24.8661,5.6201,0.000457204527,2,0.007220727051,-5.3759,4.6255,0.003002,0.081844781915,0.024969852656,0.020163771531,-1.2403,-1.7676,0.292383261915,0.260723436081
"DC-Macrophages","ANXA1-DYSF",42.215,4.7343,0,2,0,7.3667,5.7305,0.049143,0.257082922021,0.785483507134,0.000047121193,-0.1184,4.8865,0.924070162479,0.007800333714
"DC-Macrophages","ANXA1-FPR3",22.46,4.8493,0.00005255286,2,0.001079352576,6.5662,3.4206,0.041517,0.236949876195,0.785483507134,0.002355740312,-0.1184,2.6608,0.924070162479,0.081067150307
"DC-Macrophages","APP-TNFRSF21",14.4776,2.1866,0.000000028457,2,0.000001043664,9.7626,1.483,0.000213,0.020345192,0.022393196866,0.00057172656,1.356,2.0009,0.276391532862,0.035079469201
"DC-Macrophages","ARF1-CHRM3",-25.7208,3.303,0.000000000004,2,0.000000000221,-3.862,6.66,0.15562,0.388849164981,0.150236333714,0.000186370923,0.1655,-3.349,0.595189611817,0.018081923893
"DC-Macrophages","B2M-LILRB1",25.7115,5.7676,0.00058332665,2,0.008842224831,9.1705,2.8037,0.000783,0.040581063584,0.245084072436,0.003532500109,0.4914,1.7578,0.717663382303,0.10251411318
"DC-Macrophages","B2M-LILRB2",50.0749,7.5742,0.000000002972,2,0.000000121941,4.2063,11.9047,0.136663,0.366484389983,0.245084072436,0.000487153195,0.4914,3.6187,0.717663382303,0.031682549845
"DC-Macrophages","C1QA-CD93",33.0705,6.1438,0.000001506633,2,0.000042293172,7.7186,4.2845,0.000838,0.042217049226,0.624302026173,0.000632021126,0.4714,3.0842,0.904476215914,0.037299126279
"DC-Macrophages","CALM1-FAS",25.7007,4.2194,0.000000274015,2,0.000008747721,4.5959,5.5921,0.113389,0.336828710483,0.364082175312,0.000613661577,0.3097,2.5632,0.844617959569,0.036568703044
"DC-Macrophages","CALM1-SELL",43.0499,7.5836,0.000005977046,2,0.000150875131,8.01,5.3745,0.000688,0.037509089802,0.364082175312,0.001272283882,0.3097,4.3866,0.844617959569,0.056693929221
"DC-Macrophages","CALM2-SELL",36.9293,6.6985,0.000028163984,2,0.000613628797,6.7499,5.4711,0.001165,0.04936755792,0.574685992566,0.001272283882,-0.1244,4.3866,0.901706714664,0.056693929221
"DC-Macrophages","CALM3-ABCA1",23.5792,5.2548,0.000381359232,2,0.006193274047,2.3412,10.0714,0.248438,0.461029982489,0.045414324246,0.00638189879,0.8282,3.1793,0.395772777913,0.142305554211
"DC-Macrophages","CALM3-SELL",30.7229,5.4594,0.000004515732,2,0.000116617884,6.3582,4.832,0.001426,0.055279106061,0.045414324246,0.001272283882,0.8282,4.3866,0.395772777913,0.056693929221
"DC-Macrophages","CALR-SCARF1",12.6531,2.4409,0.000037858749,2,0.000804784885,5.7571,2.1978,0.002505,0.075828943603,0.064946663804,0.002293913347,1.1995,1.1781,0.44844930614,0.079990335034
